#
# nrow 8667
# ncol 3
marker,chr,pos
JAX00450671,18,1.574891
JAX00450679,18,1.6178785
JAX00450681,18,1.6201845
JAX00450682,18,1.6356735
CEAJAX00450688,18,1.654677
JAX00212137,18,1.6765955
JAX00079765,18,1.687345
JAX00079769,18,1.7096325
JAX00450697,18,1.7211765
JAX00079772,18,1.7321935
JAX00079773,18,1.7323395
JAX00450702,18,1.7443465
JAX00079775,18,1.748476
JAX00079779,18,1.772117
JAX00450706,18,1.7828015
JAX00450707,18,1.7839115
JAX00450708,18,1.7852925
JAX00079780,18,1.787066
JAX00079784,18,1.80964
JAX00079785,18,1.809657
JAX00079791,18,1.84939
UNC180249267,18,1.859405
JAX00450723,18,1.863098
JAX00450724,18,1.8631635
JAX00079793,18,1.869936
JAX00079796,18,1.8893005
JAX00079797,18,1.89827
JAX00450730,18,1.898851
JAX00079798,18,1.910003
JAX00212150,18,1.9209195
JAX00079801,18,1.931302
JAX00079802,18,1.931351
JAX00079803,18,1.9313915
JAX00450736,18,1.936176
JAX00450738,18,1.9430325
JAX00450745,18,1.9531715
JAX00079806,18,1.9533645
JAX00079808,18,1.9682085
JAX00079809,18,1.976773
JAX00079810,18,1.9858365
JAX00450748,18,1.9861915
JAX00079811,18,1.991391
JAX00079812,18,1.991435
backupUNC180249319,18,2.022309
JAX00212154,18,2.025596
JAX00079816,18,2.029121
JAX00079818,18,2.0291955
JAX00212156,18,2.0444595
JAX00079819,18,2.049027
JAX00079820,18,2.0491855
JAX00450759,18,2.0533915
JAX00079822,18,2.0696385
JAX00450763,18,2.074399
JAX00450766,18,2.0769195
JAX00079824,18,2.079134
JAX00079826,18,2.0851415
JAX00079828,18,2.1090585
JAX00079831,18,2.1207825
JAX00450771,18,2.144511
JAX00450773,18,2.1471485
JAX00450775,18,2.1473045
JAX00450781,18,2.162711
UNC180444886,18,2.165314
JAX00079837,18,2.17077
JAX00450783,18,2.1751705
JAX00079838,18,2.1755665
JAX00450784,18,2.181354
JAX00212158,18,2.1817385
JAX00212160,18,2.188146
JAX00079841,18,2.199246
JAX00450791,18,2.213058
JAX00079846,18,2.230434
JAX00450793,18,2.2304905
JAX00079848,18,2.2309285
JAX00450797,18,2.239731
JAX00450798,18,2.2397635
JAX00079849,18,2.243681
UNC28650753,18,2.255807
JAX00079851,18,2.257778
UNC180320551,18,2.2582585
JAX00450800,18,2.2604165
JAX00450801,18,2.264296
JAX00450805,18,2.283621
JAX00450807,18,2.28766
JAX00079856,18,2.288035
JAX00450809,18,2.2968785
JAX00450810,18,2.2969235
JAX00450815,18,2.301695
JAX00450818,18,2.30477
UNC28652433,18,2.323048
JAX00450826,18,2.3251005
JAX00212167,18,2.326394
JAX00450831,18,2.3358505
JAX00079865,18,2.340549
JAX00450835,18,2.3535775
JAX00212171,18,2.3683765
JAX00212172,18,2.368409
JAX00079868,18,2.3701385
JAX00450842,18,2.3899225
JAX00079871,18,2.389951
JAX00450848,18,2.3965015
JAX00450852,18,2.410833
JAX00450853,18,2.411814
JAX00450858,18,2.434038
UNC28655293,18,2.4344105
JAX00450859,18,2.4356
JAX00450862,18,2.436925
JAX00450865,18,2.437703
JAX00450868,18,2.4382985
JAX00079879,18,2.4574045
JAX00450872,18,2.464885
JAX00079884,18,2.469706
JAX00450873,18,2.472621
JAX00212178,18,2.488214
JAX00450879,18,2.488298
JAX00079887,18,2.493489
JAX00079889,18,2.5040605
JAX00450888,18,2.511
JAX00450891,18,2.5186065
JAX00450894,18,2.5318895
JAX00079892,18,2.5373845
JAX00450895,18,2.5387115
JAX00450896,18,2.539891
JAX00450897,18,2.5399245
JAX00450898,18,2.5418395
JAX00450899,18,2.543432
JAX00450900,18,2.544729
JAX00450912,18,2.567063
JAX00450913,18,2.569038
JAX00450914,18,2.572943
JAX00450923,18,2.5988115
JAX00079903,18,2.6060425
UNC180001402,18,2.6080675
JAX00450930,18,2.614113
JAX00079906,18,2.623685
JAX00450934,18,2.630254
UNC28660113,18,2.63232
JAX00079909,18,2.6502585
JAX00079913,18,2.6707365
JAX00450947,18,2.684748
JAX00079916,18,2.6967585
JAX00450960,18,2.697217
JAX00079918,18,2.7022235
JAX00079920,18,2.711018
JAX00450966,18,2.721114
JAX00450969,18,2.7235015
JAX00212188,18,2.729555
JAX00450974,18,2.7299115
JAX00450975,18,2.7326005
JAX00450977,18,2.7370345
JAX00079922,18,2.7370685
JAX00450978,18,2.7373995
JAX00450979,18,2.7385365
JAX00450983,18,2.7545645
JAX00079929,18,2.7632505
JAX00450990,18,2.783315
JAX00079931,18,2.785554
JAX00450992,18,2.7857935
JAX00450993,18,2.7858155
UNC28663194,18,2.7930555
JAX00450994,18,2.803496
JAX00450995,18,2.803943
JAX00212193,18,2.807955
JAX00212194,18,2.807981
JAX00450997,18,2.8082715
JAX00450999,18,2.816514
JAX00079936,18,2.822316
JAX00079937,18,2.822423
JAX00451003,18,2.841041
JAX00079939,18,2.8497045
JAX00451007,18,2.8503405
JAX00079940,18,2.850379
JAX00079941,18,2.850418
JAX00451011,18,2.858147
JAX00079942,18,2.870501
JAX00079945,18,2.8897685
JAX00451020,18,2.8899995
JAX00451022,18,2.8931465
UNC28665110,18,2.8955065
JAX00451024,18,2.901814
JAX00451025,18,2.9021135
JAX00451028,18,2.906575
UNC180003063,18,2.92073
JAX00079951,18,2.92724
JAX00451032,18,2.9277755
JAX00079952,18,2.9300475
JAX00079954,18,2.950494
JAX00079958,18,2.972871
UNC28666327,18,2.975994
JAX00451043,18,3.000653
JAX00079964,18,3.0070945
JAX00451045,18,3.008318
JAX00451046,18,3.0083465
JAX00451048,18,3.0157225
JAX00451051,18,3.0192525
JAX00451054,18,3.0287935
JAX00079967,18,3.030441
JAX00451056,18,3.0313775
UNC28667824,18,3.0570795
JAX00451059,18,3.0579945
JAX00079971,18,3.059858
JAX00212205,18,3.0637605
JAX00212207,18,3.0693405
JAX00451067,18,3.100455
JAX00079979,18,3.1100035
JAX00079980,18,3.110075
JAX00451071,18,3.1145195
JAX00451072,18,3.1154415
JAX00451073,18,3.115604
UNC28669158,18,3.1203925
JAX00451075,18,3.127908
JAX00451082,18,3.1366775
JAX00451084,18,3.1452405
JAX00451085,18,3.145897
