#
# nrow 9341
# ncol 3
marker,chr,pos
JAX00391985,15,1.5453075
JAX00058341,15,1.5491335
JAX00391989,15,1.5626665
JAX00058345,15,1.589935
JAX00058346,15,1.5900195
JAX00391996,15,1.604584
JAX00058348,15,1.6050055
backupUNC150000076,15,1.609631
JAX00058349,15,1.615611
JAX00206152,15,1.623064
JAX00058353,15,1.6349555
JAX00392000,15,1.6352945
JAX00058355,15,1.649965
JAX00392005,15,1.650321
JAX00058356,15,1.6575065
JAX00392007,15,1.6623845
JAX00392009,15,1.6819335
JAX00058360,15,1.6896235
JAX00058363,15,1.7091985
JAX00058366,15,1.7281145
JAX00058367,15,1.728195
JAX00392020,15,1.746693
JAX00392021,15,1.7472055
JAX00392023,15,1.754723
JAX00058370,15,1.7598765
JAX00058371,15,1.759956
JAX00058373,15,1.769422
JAX00058374,15,1.778706
JAX00392040,15,1.7812065
JAX00392041,15,1.7814905
JAX00392043,15,1.782077
JAX00058376,15,1.784024
JAX00392045,15,1.79528
JAX00392046,15,1.796314
UNC150541646,15,1.805904
JAX00058379,15,1.809708
JAX00058380,15,1.8143975
JAX00392056,15,1.821643
JAX00058382,15,1.8272935
JAX00392060,15,1.8273305
JAX00392064,15,1.8306635
JAX00058384,15,1.842219
JAX00058385,15,1.842541
JAX00392067,15,1.8497265
JAX00392071,15,1.8507065
JAX00058386,15,1.854763
JAX00392072,15,1.855139
JAX00392075,15,1.8587515
JAX00392076,15,1.858872
UNC24948173,15,1.860679
JAX00392079,15,1.8689145
JAX00392081,15,1.8691105
JAX00058389,15,1.8693375
JAX00058394,15,1.911403
JAX00392094,15,1.9142055
JAX00392100,15,1.955861
JAX00392101,15,1.959582
UNC24950039,15,1.9646055
JAX00058405,15,1.9827745
JAX00058406,15,1.9834425
JAX00392109,15,1.984573
JAX00392111,15,1.984716
JAX00392112,15,1.9847255
JAX00392113,15,1.985167
JAX00392115,15,1.9955495
JAX00392119,15,1.9970845
JAX00392123,15,2.0022935
JAX00392126,15,2.002378
JAX00392128,15,2.0030725
JAX00392129,15,2.003251
JAX00392131,15,2.003595
JAX00058408,15,2.009103
JAX00058411,15,2.021594
JAX00058414,15,2.0526665
JAX00392142,15,2.0560035
JAX00392143,15,2.0561045
JAX00058416,15,2.0561725
JAX00392145,15,2.0561795
JAX00392150,15,2.059438
UNC24952531,15,2.074774
JAX00392153,15,2.084883
JAX00058421,15,2.087146
JAX00058422,15,2.098196
JAX00206166,15,2.107534
JAX00392164,15,2.1099425
JAX00206167,15,2.120115
JAX00058426,15,2.135801
JAX00392173,15,2.1426195
JAX00058430,15,2.1452975
UNC150001835,15,2.158999
JAX00058432,15,2.1601415
JAX00058433,15,2.162392
JAX00392177,15,2.1665615
JAX00392180,15,2.1702855
JAX00392181,15,2.1771045
JAX00392183,15,2.1772065
JAX00058436,15,2.18955
JAX00392186,15,2.201
JAX00392200,15,2.2455665
JAX00392202,15,2.254721
JAX00392203,15,2.254734
JAX00392211,15,2.2750605
JAX00392214,15,2.289999
JAX00392215,15,2.290809
JAX00058454,15,2.3070015
JAX00392223,15,2.339313
UNC24956990,15,2.3396935
JAX00392233,15,2.3559405
JAX00392240,15,2.3664775
JAX00392242,15,2.370157
JAX00392244,15,2.371791
JAX00392246,15,2.3737825
JAX00392247,15,2.373793
JAX00392248,15,2.3738175
JAX00392250,15,2.378247
JAX00392257,15,2.388992
JAX00392258,15,2.3948685
JAX00392259,15,2.3953255
JAX00392265,15,2.398779
UNC24958067,15,2.4117865
backupUNC150414849,15,2.415234
JAX00392269,15,2.43206
JAX00058470,15,2.432122
JAX00058474,15,2.4442115
JAX00392276,15,2.446936
JAX00392281,15,2.4600275
JAX00058479,15,2.4863885
JAX00058480,15,2.486589
JAX00392294,15,2.4986985
UNC24959904,15,2.5116875
JAX00206179,15,2.5168785
JAX00206180,15,2.51689
JAX00058486,15,2.532283
JAX00058487,15,2.5324035
JAX00392309,15,2.5477565
JAX00392314,15,2.5546085
JAX00206182,15,2.5698435
JAX00392320,15,2.5853905
JAX00392324,15,2.5967545
JAX00058496,15,2.59687
backupUNC150415457,15,2.605375
UNC24962211,15,2.605958
JAX00206186,15,2.625424
JAX00392330,15,2.627004
JAX00392336,15,2.6424055
JAX00392343,15,2.6690455
JAX00058506,15,2.669461
UNC24963717,15,2.689142
JAX00392352,15,2.7282525
JAX00058518,15,2.750078
JAX00058519,15,2.750106
JAX00058522,15,2.772378
JAX00392365,15,2.78484
JAX00392366,15,2.78521
JAX00392368,15,2.785494
backupUNC150416509,15,2.80316
JAX00206191,15,2.8050345
JAX00058527,15,2.8104175
JAX00058528,15,2.8127605
JAX00206193,15,2.8141735
JAX00392385,15,2.836324
JAX00058534,15,2.8523485
JAX00392390,15,2.8643975
JAX00392391,15,2.8736945
JAX00392392,15,2.877651
JAX00392398,15,2.8809395
UNC24968272,15,2.8812565
JAX00206196,15,2.8857345
CEAJAX00392401,15,2.889144
JAX00392405,15,2.894717
JAX00392407,15,2.912701
JAX00392410,15,2.9143985
JAX00392417,15,2.9446765
JAX00058549,15,2.9462385
JAX00392429,15,2.9860715
JAX00392430,15,2.9933805
JAX00392431,15,2.9942515
JAX00392433,15,3.0053165
JAX00392437,15,3.0087305
JAX00058559,15,3.015614
JAX00206205,15,3.0159705
JAX00392445,15,3.019388
JAX00392447,15,3.019539
JAX00392448,15,3.0196435
JAX00058562,15,3.036759
JAX00392452,15,3.038943
JAX00392453,15,3.039113
UNC24973679,15,3.050899
JAX00392458,15,3.0586095
JAX00392459,15,3.0590235
JAX00392462,15,3.0605905
JAX00392465,15,3.06684
JAX00392466,15,3.0696925
JAX00058568,15,3.0711695
JAX00392467,15,3.084612
JAX00392469,15,3.0979085
JAX00058570,15,3.099645
JAX00392471,15,3.1000345
JAX00392472,15,3.100091
JAX00392473,15,3.1002765
JAX00392477,15,3.1145435
JAX00058573,15,3.11524
JAX00392481,15,3.130451
JAX00392482,15,3.1305035
UNC24975925,15,3.134661
JAX00058577,15,3.1366135
JAX00392483,15,3.1398045
JAX00392488,15,3.143388
JAX00392490,15,3.1497425
JAX00392491,15,3.154511
JAX00392493,15,3.156219
JAX00392497,15,3.169571
JAX00058581,15,3.1705845
JAX00392501,15,3.1782715
UNC24977087,15,3.1812805
JAX00392504,15,3.1841725
JAX00058584,15,3.1911735
UNC24977336,15,3.192057
JAX00392507,15,3.195022
JAX00392510,15,3.19813
JAX00392511,15,3.1981415
UNC24977664,15,3.2076395
JAX00392514,15,3.210158
JAX00392517,15,3.213283
UNC24977847,15,3.216456
JAX00392519,15,3.222381
UNC24978100,15,3.229437
UNC24978233,15,3.2373775
JAX00058593,15,3.242346
UNC24978799,15,3.2638235
JAX00392530,15,3.2655805
JAX00392532,15,3.269466
JAX00058597,15,3.2709245
JAX00392534,15,3.2710415
UNC24979053,15,3.2745905
JAX00206215,15,3.282181
UNC24979392,15,3.28634
JAX00392539,15,3.2877395
JAX00058600,15,3.2913825
JAX00392544,15,3.2983665
JAX00206218,15,3.333542
UNC24980441,15,3.3338495
JAX00058610,15,3.3519605
UNC24980749,15,3.3552495
