#
# nrow 10878
# ncol 3
marker,chr,pos
JAX00348743,13,1.5031915
JAX00348762,13,1.593473
JAX00348767,13,1.625543
JAX00041159,13,1.6340235
JAX00348770,13,1.634035
JAX00348771,13,1.63449
JAX00348772,13,1.63472
JAX00041163,13,1.6718835
JAX00348774,13,1.673243
JAX00348779,13,1.687433
JAX00041171,13,1.7177525
JAX00041175,13,1.741317
JAX00041176,13,1.747988
JAX00348787,13,1.74986
CEAJAX00041178,13,1.763479
JAX00348791,13,1.7664495
JAX00348795,13,1.777408
JAX00041181,13,1.781724
JAX00041182,13,1.7835755
JAX00348798,13,1.8004985
JAX00348799,13,1.815544
JAX00041185,13,1.8162655
JAX00041186,13,1.816478
JAX00348802,13,1.819
JAX00348804,13,1.819705
JAX00041188,13,1.8292665
JAX00348807,13,1.836933
JAX00348808,13,1.8370445
JAX00348809,13,1.8384745
UNC22027003,13,1.849957
JAX00348817,13,1.864329
JAX00041193,13,1.875015
JAX00348819,13,1.876384
JAX00348823,13,1.878396
JAX00041196,13,1.880657
JAX00348825,13,1.8810855
JAX00348826,13,1.881976
JAX00041197,13,1.889312
JAX00041199,13,1.9085905
JAX00348832,13,1.915521
JAX00041201,13,1.915603
JAX00348833,13,1.9156815
JAX00348835,13,1.938226
JAX00348836,13,1.943723
JAX00041205,13,1.949315
JAX00348837,13,1.9498445
JAX00348842,13,1.965239
UNC22029209,13,1.9668845
JAX00348843,13,1.967949
JAX00201856,13,1.975915
JAX00348846,13,1.9832865
JAX00348847,13,1.983338
JAX00348849,13,1.983596
JAX00041211,13,1.995624
JAX00041214,13,2.0008165
UNC22030396,13,2.0142365
JAX00041215,13,2.017338
JAX00041216,13,2.018618
JAX00348858,13,2.0294955
JAX00348860,13,2.031129
JAX00041222,13,2.0511605
JAX00041224,13,2.069566
JAX00041225,13,2.069915
JAX00348869,13,2.079665
UNC22032065,13,2.099877
JAX00348884,13,2.118469
JAX00348885,13,2.1190095
JAX00041233,13,2.132419
JAX00348898,13,2.148684
JAX00348900,13,2.1501935
JAX00041236,13,2.1566205
JAX00348901,13,2.15792
JAX00041242,13,2.182667
JAX00041244,13,2.213283
JAX00041246,13,2.2133415
JAX00348916,13,2.2322525
JAX00348917,13,2.2329005
JAX00041248,13,2.234053
JAX00041249,13,2.2343885
JAX00041251,13,2.2583815
JAX00348922,13,2.258639
JAX00348925,13,2.2739565
UNC22036173,13,2.274848
JAX00348930,13,2.289692
JAX00041256,13,2.2968035
JAX00041258,13,2.299348
JAX00201868,13,2.29993
JAX00041262,13,2.321721
JAX00041263,13,2.3218985
JAX00348943,13,2.336074
JAX00348947,13,2.339091
JAX00348949,13,2.344866
JAX00348950,13,2.3452185
JAX00348951,13,2.346309
JAX00041266,13,2.35094
