#
# nrow 8514
# ncol 3
marker,chromosome,bp
JAX00065867,16,3.16841
backupUNC160361454,16,3.511407
JAX00412465,16,3.579815
JAX00412474,16,3.688842
JAX00412475,16,3.689063
JAX00412476,16,3.700097
JAX00412477,16,3.70084
JAX00065890,16,3.706831
JAX00065892,16,3.707555
JAX00412478,16,3.707928
UNC160189591,16,3.733821
JAX00412482,16,3.752004
JAX00412484,16,3.774748
JAX00065896,16,3.775035
JAX00065897,16,3.777102
JAX00412486,16,3.782994
JAX00412487,16,3.783088
JAX00412488,16,3.78337
JAX00412490,16,3.816042
JAX00412491,16,3.81637
JAX00412496,16,3.866767
JAX00065903,16,3.876295
CEAJAX00412499,16,3.87863
JAX00412500,16,3.882267
JAX00065905,16,3.892297
JAX00412502,16,3.901357
JAX00412505,16,3.928826
UNC26250076,16,3.976427
JAX00412515,16,3.978747
JAX00412517,16,3.981259
JAX00412518,16,3.981956
JAX00412521,16,3.990145
UNC160190026,16,3.990589
JAX00412524,16,4.001375
CEAJAX00065914,16,4.021088
JAX00412529,16,4.048773
JAX00412534,16,4.094109
JAX00412541,16,4.136147
JAX00412544,16,4.1396
JAX00412547,16,4.158926
JAX00412548,16,4.169821
JAX00412549,16,4.186529
UNC26251504,16,4.199827
JAX00208195,16,4.21984
JAX00065930,16,4.225715
B6_16-004238020-S,16,4.23802
JAX00412556,16,4.253894
JAX00412559,16,4.260579
JAX00065932,16,4.262199
JAX00065933,16,4.270022
JAX00412561,16,4.283439
UNC26252398,16,4.30379
JAX00065936,16,4.306142
JAX00412570,16,4.314726
JAX00412572,16,4.317329
JAX00412573,16,4.317464
JAX00065940,16,4.336148
JAX00412578,16,4.338542
JAX00208198,16,4.380429
JAX00412583,16,4.381627
JAX00065942,16,4.384032
JAX00412586,16,4.397383
JAX00065944,16,4.423137
JAX00412595,16,4.426075
JAX00412596,16,4.427445
JAX00412602,16,4.438948
JAX00412603,16,4.440114
JAX00065948,16,4.457146
UNC26253762,16,4.457407
backupUNC160364959,16,4.466864
UNC26254047,16,4.493359
JAX00065952,16,4.498343
JAX00208202,16,4.514446
UNC160190732,16,4.520533
JAX00412620,16,4.546051
JAX00412622,16,4.55204
JAX00412623,16,4.563946
JAX00412625,16,4.587666
JAX00412626,16,4.596356
JAX00065959,16,4.627736
JAX00065960,16,4.62903
UNC26255523,16,4.656903
JAX00208206,16,4.665132
JAX00412638,16,4.676078
JAX00208209,16,4.702473
JAX00412640,16,4.705081
JAX00065969,16,4.740816
UNC26256357,16,4.76027
JAX00065971,16,4.784116
JAX00412643,16,4.78471
JAX00412647,16,4.834195
JAX00065975,16,4.838832
JAX00065976,16,4.844213
JAX00412649,16,4.850134
UNC160190867,16,4.855784
UNC26257149,16,4.863492
JAX00412653,16,4.868231
JAX00065980,16,4.90287
JAX00065981,16,4.903382
JAX00412656,16,4.906807
JAX00412657,16,4.910812
JAX00412662,16,4.939266
JAX00208215,16,4.94011
JAX00065985,16,4.960326
JAX00065988,16,4.994138
JAX00065989,16,5.025753
JAX00065990,16,5.02602
JAX00065991,16,5.029543
JAX00412674,16,5.05907
JAX00412675,16,5.06693
JAX00208219,16,5.068153
JAX00412685,16,5.112376
UNC26259463,16,5.119587
JAX00208222,16,5.132078
JAX00412687,16,5.144117
JAX00065998,16,5.145901
UNC26260015,16,5.158992
JAX00066001,16,5.17758
JAX00066003,16,5.182317
JAX00412694,16,5.209408
JAX00412696,16,5.219229
