#
# nrow 10771
# ncol 3
marker,chr,pos
JAX00014320,10,1.510578
JAX00281239,10,1.520172
JAX00014323,10,1.526212
JAX00281244,10,1.5366135
JAX00014326,10,1.5429855
JAX00014327,10,1.544089
JAX00281248,10,1.547707
JAX00281250,10,1.5585105
JAX00281253,10,1.570751
JAX00281255,10,1.571747
JAX00281256,10,1.5718605
JAX00281264,10,1.5761385
JAX00281266,10,1.5771895
JAX00281276,10,1.605557
JAX00281282,10,1.607678
JAX00281291,10,1.61614
JAX00281295,10,1.6202395
JAX00281300,10,1.637148
JAX00281302,10,1.638401
JAX00281303,10,1.643809
JAX00281305,10,1.645813
JAX00014341,10,1.6461125
JAX00014342,10,1.6461785
JAX00281308,10,1.6557735
JAX00281310,10,1.6654675
JAX00281316,10,1.670526
JAX00281318,10,1.6715
JAX00281320,10,1.672777
JAX00281325,10,1.674646
JAX00014349,10,1.6961025
JAX00281340,10,1.7140855
JAX00014352,10,1.7147635
JAX00281346,10,1.7187425
JAX00281347,10,1.719151
JAX00281348,10,1.725019
JAX00014353,10,1.7285995
JAX00014354,10,1.729085
JAX00281353,10,1.733036
JAX00281354,10,1.735939
JAX00281357,10,1.7373965
JAX00194443,10,1.748885
JAX00014357,10,1.7521545
JAX00281361,10,1.757307
JAX00281362,10,1.7583765
JAX00281363,10,1.759285
JAX00281370,10,1.76534
JAX00281371,10,1.7659335
JAX00281373,10,1.7750735
JAX00014361,10,1.776128
JAX00281376,10,1.777716
JAX00014362,10,1.785972
JAX00014363,10,1.7885645
JAX00281379,10,1.795329
JAX00014364,10,1.798904
JAX00281382,10,1.809863
JAX00281384,10,1.811902
JAX00281391,10,1.8214515
JAX00014368,10,1.828199
JAX00281394,10,1.834345
JAX00014370,10,1.834403
JAX00281396,10,1.8370385
JAX00014373,10,1.846893
JAX00281399,10,1.8621185
JAX00014374,10,1.8643255
JAX00281402,10,1.865809
JAX00281403,10,1.865957
JAX00281405,10,1.86766
JAX00014375,10,1.8738715
JAX00281406,10,1.8806755
UNC17323847,10,1.894861
JAX00281415,10,1.8961895
JAX00281417,10,1.896824
JAX00281419,10,1.8971765
JAX00281422,10,1.8988785
JAX00014380,10,1.908425
JAX00281425,10,1.912499
JAX00014383,10,1.921392
JAX00281429,10,1.925616
JAX00281433,10,1.92794
JAX00281435,10,1.9284955
JAX00281437,10,1.9390975
JAX00281438,10,1.940092
JAX00281442,10,1.9495385
JAX00281453,10,1.9739635
JAX00014391,10,1.974404
JAX00281460,10,1.9812925
JAX00281463,10,1.985119
JAX00281464,10,1.9852715
JAX00281465,10,1.985337
JAX00281466,10,1.985371
JAX00014394,10,1.9921095
JAX00281472,10,2.0222055
JAX00281480,10,2.0281415
JAX00281482,10,2.0396365
JAX00014401,10,2.0402285
JAX00281485,10,2.0423715
JAX00281490,10,2.0540905
JAX00014404,10,2.0686695
JAX00014406,10,2.075594
JAX00014407,10,2.089075
JAX00281494,10,2.089372
JAX00281499,10,2.0971195
JAX00281500,10,2.097402
JAX00281504,10,2.099352
JAX00281505,10,2.1000995
JAX00281510,10,2.123702
JAX00281511,10,2.1237225
JAX00281517,10,2.152323
JAX00281521,10,2.1559045
JAX00281525,10,2.175019
JAX00281527,10,2.185991
JAX00281528,10,2.187079
JAX00014423,10,2.189335
JAX00014424,10,2.189468
JAX00281536,10,2.2000695
JAX00281537,10,2.2009955
JAX00281538,10,2.201328
JAX00281541,10,2.2108045
JAX00014428,10,2.221469
JAX00281543,10,2.223334
JAX00281547,10,2.2301425
JAX00281552,10,2.2390825
UNC100003628,10,2.240284
JAX00014431,10,2.2423035
JAX00014433,10,2.245942
JAX00281559,10,2.249995
JAX00281560,10,2.2500185
JAX00194462,10,2.250269
JAX00281568,10,2.25844
JAX00187259,10,2.2692525
JAX00281574,10,2.2790655
JAX00014436,10,2.2791795
JAX00014437,10,2.2800165
JAX00281576,10,2.2883885
JAX00281577,10,2.288468
JAX00281581,10,2.3068895
backupUNC100355859,10,2.32594
JAX00281587,10,2.337585
JAX00281590,10,2.3421745
JAX00281592,10,2.3520255
JAX00281593,10,2.35328
JAX00281594,10,2.353899
JAX00281599,10,2.356106
JAX00014450,10,2.374925
JAX00014451,10,2.3797865
JAX00281604,10,2.383791
JAX00281613,10,2.4004425
JAX00194469,10,2.4006415
JAX00194471,10,2.400923
JAX00281616,10,2.4026555
JAX00281618,10,2.407718
JAX00281619,10,2.4085805
JAX00281620,10,2.408723
JAX00281621,10,2.4088095
JAX00281622,10,2.40971
JAX00281626,10,2.41203
JAX00281628,10,2.4120855
JAX00281631,10,2.415342
JAX00281638,10,2.4204625
JAX00281648,10,2.4311585
JAX00014460,10,2.4322555
JAX00281657,10,2.443466
JAX00281658,10,2.44489
JAX00281659,10,2.4450285
JAX00281660,10,2.4490985
JAX00194472,10,2.452979
