#
# nrow 13851
# ncol 3
marker,chr,pos
JAX00103739,3,1.5163935
JAX00103744,3,1.5371505
JAX00513749,3,1.567357
JAX00513750,3,1.567403
JAX00103747,3,1.577792
JAX00513755,3,1.581823
backupUNC030729939,3,1.5819425
JAX00219096,3,1.5877515
JAX00103749,3,1.5996695
JAX00513759,3,1.6111065
JAX00513760,3,1.6119465
JAX00103757,3,1.6339915
JAX00513768,3,1.6340655
JAX00513777,3,1.690306
JAX00513778,3,1.6915005
JAX00103765,3,1.69933
JAX00513779,3,1.7266445
JAX00103773,3,1.756883
JAX00103774,3,1.75692
JAX00513785,3,1.7569655
JAX00513789,3,1.759315
JAX00513792,3,1.773104
JAX00513793,3,1.7731785
JAX00513794,3,1.777462
JAX00513795,3,1.777922
JAX00513796,3,1.7922905
JAX00219104,3,1.8070845
JAX00513802,3,1.8126
JAX00513803,3,1.8129345
JAX00513804,3,1.818584
JAX00513805,3,1.819355
JAX00513806,3,1.8195315
JAX00513809,3,1.8257485
JAX00103786,3,1.8370965
JAX00513814,3,1.8547875
JAX00103788,3,1.8578655
JAX00513823,3,1.8800875
JAX00513827,3,1.8832725
backupUNC030360530,3,1.8927095
JAX00103795,3,1.89978
JAX00513835,3,1.9147815
JAX00103797,3,1.917734
JAX00103799,3,1.926872
JAX00103800,3,1.935645
JAX00513839,3,1.953146
JAX00103803,3,1.9532255
JAX00103806,3,1.9752955
JAX00513843,3,1.9782795
JAX00513846,3,1.9890055
JAX00513849,3,2.0015555
JAX00103814,3,2.0107045
JAX00103816,3,2.057744
JAX00513866,3,2.0610285
JAX00513867,3,2.06107
JAX00103827,3,2.135481
JAX00513887,3,2.1537895
JAX00103831,3,2.157824
JAX00513891,3,2.1686065
JAX00103834,3,2.178144
JAX00513898,3,2.180778
B6_rs30702264,3,2.1828075
JAX00513903,3,2.187071
JAX00513909,3,2.201534
JAX00103839,3,2.217827
JAX00513922,3,2.23485
JAX00103844,3,2.235569
JAX00513926,3,2.2357995
JAX00513930,3,2.283682
JAX00513945,3,2.324435
JAX00513946,3,2.3311195
backupJAX00513949,3,2.3317235
JAX00513954,3,2.337109
JAX00513956,3,2.365004
JAX00103868,3,2.3992625
JAX00513971,3,2.40388
JAX00513982,3,2.417393
JAX00103877,3,2.4530645
backupUNC030360676,3,2.4533395
JAX00513999,3,2.507749
JAX00103885,3,2.5184555
JAX00103887,3,2.539243
JAX00514004,3,2.5395845
JAX00514010,3,2.55057
JAX00514013,3,2.560649
JAX00103895,3,2.5821875
JAX00514024,3,2.5940475
JAX00103897,3,2.597621
JAX00514025,3,2.601483
JAX00514029,3,2.6045795
JAX00103899,3,2.61343
JAX00514031,3,2.615429
JAX00514037,3,2.628931
JAX00514039,3,2.6313515
JAX00514040,3,2.6347805
JAX00103904,3,2.639846
JAX00514046,3,2.644273
JAX00514051,3,2.664039
JAX00514055,3,2.668865
JAX00514056,3,2.669924
JAX00103908,3,2.678349
JAX00103910,3,2.678743
JAX00514061,3,2.6831505
JAX00514062,3,2.6832045
JAX00103913,3,2.69084
JAX00514068,3,2.699298
JAX00514069,3,2.7010725
JAX00514082,3,2.709256
JAX00103914,3,2.7146695
JAX00514086,3,2.7338005
JAX00514087,3,2.7338115
UNC4634172,3,2.733919
JAX00514089,3,2.7408115
backupJAX00103920,3,2.757348
JAX00514094,3,2.7665245
JAX00103921,3,2.7673555
JAX00103922,3,2.767395
JAX00103924,3,2.7839575
JAX00514101,3,2.7848325
JAX00103925,3,2.7862515
UNC4635980,3,2.7970695
JAX00514104,3,2.8004825
JAX00103931,3,2.815252
JAX00514119,3,2.860303
JAX00103941,3,2.891183
JAX00514125,3,2.8968725
JAX00514126,3,2.897075
JAX00514127,3,2.897317
JAX00103943,3,2.898347
UNC4638369,3,2.907107
JAX00219143,3,2.909324
JAX00103944,3,2.912195
JAX00103946,3,2.9201055
JAX00103949,3,2.939609
JAX00103952,3,2.9609355
JAX00514146,3,2.9690955
JAX00514149,3,2.9698535
JAX00514152,3,2.97765
JAX00103954,3,2.981558
JAX00514157,3,2.9828845
JAX00514159,3,3.0040175
JAX00514161,3,3.0095345
JAX00514163,3,3.009927
JAX00514164,3,3.00996
JAX00103962,3,3.0419325
JAX00103963,3,3.041985
