#
# nrow 13067
# ncol 3
marker,chr,pos
UNC050000078,5,1.580041
JAX00572223,5,1.6077125
UNC8539874,5,1.608232
JAX00225241,5,1.6150595
JAX00225243,5,1.629604
JAX00126469,5,1.629893
JAX00126470,5,1.6299505
JAX00572225,5,1.63231
JAX00572226,5,1.633609
JAX00572234,5,1.649695
JAX00572235,5,1.650152
JAX00572236,5,1.6527835
backupUNC050000423,5,1.662686
JAX00126475,5,1.6645905
JAX00572239,5,1.6661905
JAX00572245,5,1.680463
JAX00572246,5,1.6805395
JAX00126479,5,1.6914035
JAX00572254,5,1.713015
JAX00126487,5,1.7469755
JAX00572263,5,1.750717
JAX00126490,5,1.7650165
UNC8542083,5,1.765554
JAX00126491,5,1.7678705
JAX00572271,5,1.778219
JAX00126493,5,1.7869235
UNC8542757,5,1.7917075
JAX00572277,5,1.795077
JAX00572281,5,1.8045305
JAX00572282,5,1.80474
JAX00225246,5,1.8123935
JAX00572286,5,1.822463
JAX00126503,5,1.847676
JAX00572289,5,1.8536725
JAX00126505,5,1.867871
JAX00126506,5,1.8690545
JAX00572294,5,1.869162
UNC8543985,5,1.8722225
JAX00572297,5,1.8777495
JAX00126508,5,1.886423
JAX00126509,5,1.887523
JAX00572298,5,1.889136
JAX00572300,5,1.898292
JAX00126510,5,1.900296
JAX00126511,5,1.907788
JAX00126512,5,1.907796
JAX00572301,5,1.9078205
JAX00572303,5,1.909701
JAX00126513,5,1.9215665
JAX00126515,5,1.92694
JAX00572314,5,1.9423995
JAX00572315,5,1.9426685
JAX00572317,5,1.9449395
JAX00572319,5,1.9476155
JAX00225255,5,1.957668
UNC8545548,5,1.96457
JAX00572327,5,1.9690575
JAX00572328,5,1.9692515
JAX00572329,5,1.9694
JAX00572335,5,1.9751035
JAX00572337,5,1.975152
JAX00572340,5,1.9794165
backupUNC050315457,5,1.9866185
JAX00572343,5,1.989906
JAX00572344,5,1.989952
JAX00572345,5,1.990062
JAX00572347,5,1.990214
JAX00126524,5,1.994601
JAX00572351,5,1.995514
JAX00572353,5,1.996553
JAX00572357,5,2.0027825
JAX00572358,5,2.006218
JAX00572359,5,2.006282
UNC8546898,5,2.012186
JAX00572362,5,2.012511
JAX00572365,5,2.015596
JAX00572366,5,2.015727
JAX00572367,5,2.0157835
JAX00572369,5,2.017104
JAX00572373,5,2.0196545
JAX00126529,5,2.024805
JAX00572378,5,2.027909
JAX00572380,5,2.033933
JAX00572382,5,2.0345795
JAX00572383,5,2.035306
JAX00572386,5,2.03989
JAX00126532,5,2.044988
JAX00572389,5,2.050739
UNC8547992,5,2.055134
JAX00126535,5,2.0635095
JAX00572399,5,2.0807245
JAX00572406,5,2.0968695
