#
# nrow 9861
# ncol 3
marker,chr,pos
JAX00049708,14,1.631353
UNC140000426,14,2.1953405
JAX00049793,14,4.268908
JAX00049794,14,4.285771
JAX00372120,14,4.2861135
JAX00372124,14,4.2934615
JAX00049799,14,4.3128365
JAX00372129,14,4.3177585
JAX00372130,14,4.324672
JAX00372131,14,4.3253385
JAX00372132,14,4.3276055
JAX00372137,14,4.3357825
JAX00049803,14,4.3482225
JAX00372138,14,4.3485875
JAX00372139,14,4.3488065
JAX00049806,14,4.3670365
JAX00049807,14,4.367133
JAX00372143,14,4.371845
JAX00372146,14,4.3757455
JAX00372147,14,4.376005
JAX00372149,14,4.3793285
JAX00372152,14,4.3956735
JAX00372154,14,4.3976505
JAX00049811,14,4.397949
JAX00372155,14,4.398011
JAX00372156,14,4.398112
JAX00372157,14,4.399718
JAX00372159,14,4.402778
JAX00049814,14,4.4118945
JAX00372166,14,4.4366745
JAX00372170,14,4.437546
JAX00372173,14,4.4397125
JAX00049816,14,4.4398285
JAX00049822,14,4.4717065
JAX00372183,14,4.476839
JAX00372184,14,4.477177
JAX00372189,14,4.4855445
JAX00372191,14,4.485657
JAX00372192,14,4.4862455
JAX00372194,14,4.488044
JAX00372199,14,4.4958485
JAX00049828,14,4.5094955
JAX00049829,14,4.5142015
JAX00049830,14,4.5194225
JAX00372220,14,4.530601
JAX00372222,14,4.533347
JAX00372223,14,4.5352935
JAX00049832,14,4.539017
JAX00372226,14,4.5392225
JAX00049833,14,4.5408245
JAX00049834,14,4.5439655
JAX00204244,14,4.54743
JAX00372231,14,4.555474
JAX00372232,14,4.5642895
JAX00049836,14,4.564387
JAX00372237,14,4.5692305
JAX00372238,14,4.569379
JAX00372239,14,4.569423
JAX00049838,14,4.5753
JAX00372242,14,4.57557
JAX00372243,14,4.5777885
JAX00372249,14,4.5874855
JAX00049841,14,4.594517
JAX00372251,14,4.6002845
JAX00372255,14,4.6030985
JAX00372257,14,4.615223
JAX00049846,14,4.632054
JAX00049847,14,4.632614
JAX00372262,14,4.633022
JAX00049849,14,4.651464
JAX00049850,14,4.6541455
JAX00372277,14,4.6737385
JAX00049853,14,4.6762115
JAX00372283,14,4.6959005
JAX00372285,14,4.7001975
JAX00372286,14,4.7004465
JAX00372289,14,4.713958
JAX00372291,14,4.7160315
JAX00372292,14,4.717855
JAX00372294,14,4.721415
JAX00372295,14,4.725776
JAX00372296,14,4.7258065
JAX00372297,14,4.726079
JAX00372301,14,4.7281355
JAX00372303,14,4.7295025
JAX00372310,14,4.7464645
JAX00049863,14,4.7465815
JAX00372314,14,4.7628655
JAX00049867,14,4.7638225
JAX00204251,14,4.7658755
JAX00372315,14,4.7668785
JAX00049868,14,4.77806
JAX00049869,14,4.783411
JAX00049871,14,4.7850185
JAX00049873,14,4.8148195
JAX00372332,14,4.8243135
JAX00372334,14,4.8245095
JAX00372344,14,4.848764
JAX00049878,14,4.8489385
JAX00049879,14,4.8490425
JAX00049883,14,4.8697525
JAX00372348,14,4.8700315
JAX00372351,14,4.8878965
JAX00049884,14,4.8880835
JAX00372354,14,4.9086625
JAX00372355,14,4.9088225
JAX00372364,14,4.937395
JAX00372365,14,4.9492395
JAX00204257,14,4.955981
JAX00372366,14,4.9626975
JAX00372367,14,4.9627515
JAX00372371,14,4.977419
JAX00049897,14,4.977508
JAX00204259,14,4.978815
JAX00372379,14,4.9932845
JAX00372382,14,4.993544
JAX00049901,14,4.998898
backupUNC140686121,14,5.0024075
JAX00049903,14,5.0159665
JAX00372384,14,5.016026
JAX00372385,14,5.016045
JAX00372390,14,5.019252
JAX00372391,14,5.023849
JAX00372393,14,5.024322
JAX00372394,14,5.0243295
JAX00049906,14,5.0244885
JAX00049907,14,5.0278835
JAX00372401,14,5.039715
JAX00372407,14,5.0552985
JAX00049911,14,5.0644245
JAX00372416,14,5.07551
JAX00204261,14,5.0810425
JAX00204263,14,5.0869025
JAX00049914,14,5.095188
JAX00372422,14,5.099246
JAX00372423,14,5.099864
JAX00372426,14,5.1006925
JAX00372430,14,5.1012315
JAX00372432,14,5.1013445
JAX00372436,14,5.1136445
JAX00372440,14,5.118946
JAX00372441,14,5.119156
JAX00372442,14,5.119194
JAX00372450,14,5.136717
JAX00372451,14,5.1367585
JAX00049922,14,5.1381415
JAX00372455,14,5.1450365
JAX00372461,14,5.145803
JAX00372463,14,5.1461955
JAX00372464,14,5.14622
JAX00049924,14,5.1483015
UNC140017435,14,5.1589645
JAX00049927,14,5.165324
JAX00372474,14,5.177144
JAX00372477,14,5.1789585
JAX00372479,14,5.179561
JAX00049929,14,5.1801535
JAX00049930,14,5.1807395
JAX00372490,14,5.187595
JAX00372495,14,5.1897185
JAX00372496,14,5.192135
JAX00372507,14,5.205457
JAX00372508,14,5.2072525
JAX00372509,14,5.207936
JAX00372512,14,5.210093
JAX00372516,14,5.218686
JAX00372517,14,5.2199935
JAX00049935,14,5.229427
JAX00049937,14,5.2295265
JAX00372520,14,5.2322635
JAX00372523,14,5.2414525
JAX00372533,14,5.25188
JAX00372538,14,5.255309
JAX00049941,14,5.2684515
JAX00372545,14,5.268538
JAX00372549,14,5.270644
JAX00372555,14,5.2863375
JAX00372560,14,5.297262
JAX00049947,14,5.3106095
JAX00372568,14,5.3111675
JAX00372569,14,5.31124
JAX00372574,14,5.312767
JAX00372575,14,5.3134375
JAX00372582,14,5.3211745
JAX00372584,14,5.3252485
JAX00372594,14,5.35086
JAX00372595,14,5.355645
JAX00372596,14,5.3609365
JAX00049956,14,5.363641
JAX00372598,14,5.369823
JAX00372600,14,5.372572
JAX00372601,14,5.378765
JAX00372603,14,5.3826435
JAX00372604,14,5.3827895
JAX00187921,14,5.3849495
JAX00372609,14,5.3923975
JAX00372610,14,5.394956
JAX00372614,14,5.3999095
JAX00372622,14,5.4106295
JAX00049963,14,5.410759
JAX00372624,14,5.412225
JAX00372627,14,5.4141845
JAX00372628,14,5.414476
JAX00372630,14,5.4190605
JAX00372634,14,5.426192
JAX00372635,14,5.4264725
JAX00372639,14,5.42773
JAX00372642,14,5.4279785
JAX00049971,14,5.466527
JAX00372658,14,5.482214
JAX00372660,14,5.483376
JAX00372662,14,5.486978
JAX00372667,14,5.503574
JAX00049977,14,5.5094965
JAX00372673,14,5.5227285
JAX00372675,14,5.5258935
JAX00372677,14,5.5269205
JAX00049978,14,5.527666
JAX00372679,14,5.529879
JAX00372686,14,5.535519
JAX00372687,14,5.535636
JAX00372688,14,5.5358575
JAX00204280,14,5.5505875
JAX00204281,14,5.5506055
JAX00372695,14,5.55583
JAX00372697,14,5.5624535
JAX00049985,14,5.568552
JAX00049986,14,5.5685695
JAX00372701,14,5.5724035
UNC140025084,14,5.5763825
JAX00372704,14,5.5845675
JAX00049987,14,5.588396
JAX00372706,14,5.590569
JAX00204284,14,5.5951485
JAX00372710,14,5.6240785
JAX00372712,14,5.626511
JAX00049993,14,5.631968
JAX00049994,14,5.632261
JAX00049995,14,5.633272
JAX00372717,14,5.6398945
JAX00372722,14,5.6540275
JAX00372723,14,5.6548675
JAX00372726,14,5.6559705
JAX00372729,14,5.65897
JAX00372730,14,5.6592385
JAX00050001,14,5.6739835
JAX00050003,14,5.6895355
JAX00050004,14,5.6899365
JAX00372738,14,5.693802
JAX00372744,14,5.711053
JAX00372747,14,5.714311
JAX00050005,14,5.7146025
JAX00372749,14,5.7275535
JAX00050009,14,5.732395
JAX00372753,14,5.7389
JAX00372756,14,5.7418625
JAX00372759,14,5.7441235
JAX00372766,14,5.748406
JAX00372768,14,5.750894
JAX00372769,14,5.750937
JAX00050014,14,5.7649845
JAX00050015,14,5.7762045
JAX00050016,14,5.7779715
JAX00050017,14,5.7909865
JAX00050019,14,5.7919855
JAX00372776,14,5.7928165
JAX00372781,14,5.796726
JAX00372782,14,5.7970365
JAX00372783,14,5.797503
JAX00050020,14,5.8066915
JAX00372786,14,5.8110845
JAX00372788,14,5.812367
JAX00372789,14,5.812859
JAX00372790,14,5.8129555
JAX00372796,14,5.815287
JAX00050025,14,5.834319
JAX00204290,14,5.8442235
JAX00204291,14,5.8443285
JAX00050026,14,5.84683
JAX00372808,14,5.852804
JAX00372810,14,5.854223
JAX00372812,14,5.855421
JAX00372814,14,5.8595145
JAX00372823,14,5.8928625
JAX00050036,14,5.901318
JAX00050037,14,5.911962
JAX00372833,14,5.9205745
JAX00372835,14,5.924823
JAX00050039,14,5.9303005
JAX00372844,14,5.9601745
JAX00372847,14,5.967261
JAX00372850,14,5.9709445
JAX00050046,14,5.9712065
JAX00372851,14,5.973333
JAX00372853,14,5.9744945
