#
# nrow 18089
# ncol 3
marker,chr,pos
JAX00000002,1,1.518089
JAX00000003,1,1.5181325
JAX00240566,1,1.5195935
JAX00240567,1,1.5251665
JAX00000004,1,1.525681
JAX00240569,1,1.525927
JAX00240570,1,1.527009
JAX00000005,1,1.5313745
JAX00000006,1,1.531769
JAX00240573,1,1.5457595
JAX00240576,1,1.5479675
JAX00000010,1,1.5627495
JAX00240584,1,1.598044
JAX00240594,1,1.609248
JAX00240595,1,1.6093215
JAX00240596,1,1.618677
JAX00240599,1,1.6209735
JAX00240602,1,1.621036
JAX00240603,1,1.6214385
JAX00000020,1,1.62272
JAX00000021,1,1.6277985
JAX00190636,1,1.654736
JAX00000022,1,1.655221
JAX00240613,1,1.6567405
JAX00000024,1,1.656785
JAX00240615,1,1.6724785
JAX00240616,1,1.6728685
JAX00240619,1,1.6737675
JAX00240620,1,1.674851
JAX00240622,1,1.675271
JAX00000025,1,1.676494
JAX00240624,1,1.6776725
JAX00240628,1,1.6781365
JAX00240631,1,1.678506
JAX00000027,1,1.678561
JAX00240632,1,1.678625
JAX00240633,1,1.678982
JAX00240635,1,1.680954
JAX00240636,1,1.689822
JAX00240637,1,1.6921615
JAX00240639,1,1.697134
JAX00240649,1,1.7225325
JAX00240651,1,1.7284065
JAX00240655,1,1.7325445
JAX00000039,1,1.7436875
JAX00000043,1,1.7843585
JAX00240672,1,1.784445
JAX00190644,1,1.7849935
JAX00000044,1,1.7861385
JAX00240679,1,1.7894975
JAX00188660,1,1.795358
JAX00240688,1,1.807948
JAX00240689,1,1.809347
JAX00000046,1,1.81136
JAX00000048,1,1.81741
JAX00240696,1,1.8275395
JAX00240697,1,1.827641
UNC010515443,1,1.8293545
JAX00240703,1,1.842001
JAX00240710,1,1.8658695
JAX00240722,1,1.901173
JAX00240729,1,1.9389715
UNC9371,1,1.9413995
JAX00000067,1,1.94466
JAX00240732,1,1.9447185
JAX00000068,1,1.9454005
JAX00240733,1,1.9457535
JAX00000069,1,1.948222
JAX00240738,1,1.961582
JAX00240739,1,1.961624
JAX00240741,1,1.980946
JAX00190648,1,1.991334
JAX00240746,1,1.997437
JAX00240749,1,2.0021875
UNC11461,1,2.007433
JAX00240761,1,2.024013
JAX00240763,1,2.024415
JAX00240765,1,2.033675
JAX00240768,1,2.0400815
JAX00240769,1,2.0426805
JAX00240770,1,2.043654
JAX00240771,1,2.045404
JAX00240774,1,2.0492955
JAX00000083,1,2.0493445
JAX00240776,1,2.0656305
JAX00000085,1,2.076252
JAX00000086,1,2.077242
JAX00000087,1,2.079554
JAX00240781,1,2.082408
JAX00240782,1,2.082517
JAX00000088,1,2.092673
JAX00000089,1,2.092717
JAX00190652,1,2.166728
JAX00240810,1,2.1710115
JAX00240813,1,2.1736285
JAX00240814,1,2.173716
UNC15185,1,2.1739505
JAX00000105,1,2.191426
JAX00240817,1,2.191445
JAX00240818,1,2.195734
JAX00240819,1,2.19664
JAX00240824,1,2.2012715
JAX00240826,1,2.2035135
JAX00240827,1,2.204608
UNC010515539,1,2.210352
UNC16386,1,2.218409
JAX00000109,1,2.230054
JAX00240836,1,2.23102
JAX00240838,1,2.2322025
JAX00000110,1,2.2322835
JAX00000111,1,2.2343495
JAX00000115,1,2.264106
JAX00000116,1,2.2664385
JAX00240846,1,2.267725
JAX00240850,1,2.286535
JAX00240863,1,2.3161665
JAX00240864,1,2.31676
JAX00240867,1,2.316871
JAX00240869,1,2.3170545
UNC19217,1,2.3292525
JAX00000126,1,2.3339715
JAX00000128,1,2.354126
JAX00240881,1,2.3821205
JAX00240887,1,2.3835535
JAX00240888,1,2.383584
JAX00000134,1,2.3930475
UNC21023,1,2.3996785
JAX00240895,1,2.4098865
JAX00240896,1,2.41003
JAX00240900,1,2.4188525
JAX00240901,1,2.420187
JAX00240904,1,2.4224
JAX00240906,1,2.422797
JAX00240907,1,2.428517
JAX00000142,1,2.4427655
JAX00000143,1,2.4447395
JAX00190669,1,2.4567185
JAX00000146,1,2.471991
JAX00000147,1,2.4729105
JAX00240924,1,2.480284
JAX00000148,1,2.489228
JAX00000149,1,2.489441
JAX00240937,1,2.500106
JAX00240939,1,2.500328
JAX00240940,1,2.5003635
JAX00240941,1,2.5005655
JAX00000151,1,2.501483
UNC23507,1,2.5110835
JAX00000152,1,2.512046
JAX00240945,1,2.518805
JAX00000154,1,2.527656
JAX00240951,1,2.5304
JAX00000155,1,2.539241
JAX00000156,1,2.539765
JAX00000157,1,2.554834
JAX00000158,1,2.554876
JAX00000159,1,2.555047
JAX00240955,1,2.5615395
UNC23995,1,2.5617315
JAX00000161,1,2.5619645
JAX00240956,1,2.5662285
JAX00240958,1,2.5751035
JAX00240966,1,2.599289
UNC24700,1,2.6073295
JAX00240970,1,2.6117405
JAX00000173,1,2.652126
JAX00240981,1,2.6527835
JAX00240982,1,2.652998
JAX00240987,1,2.662336
JAX00240988,1,2.662946
JAX00000179,1,2.686625
JAX00000180,1,2.686633
JAX00240994,1,2.7023015
JAX00000181,1,2.7025965
JAX00240997,1,2.7236655
JAX00000185,1,2.724055
JAX00241000,1,2.766654
JAX00241003,1,2.784329
JAX00241006,1,2.790817
JAX00241009,1,2.7965075
UNC26205,1,2.8121335
JAX00241014,1,2.8237165
JAX00000199,1,2.831533
JAX00000201,1,2.846952
JAX00241026,1,2.857554
JAX00000204,1,2.8664785
JAX00241027,1,2.87536
JAX00241029,1,2.8794955
JAX00241031,1,2.884301
UNC26932,1,2.886185
JAX00241038,1,2.892167
JAX00000213,1,2.9233025
JAX00000215,1,2.9285185
JAX00241048,1,2.928865
JAX00241051,1,2.945455
UNC28841,1,2.9674365
JAX00000219,1,2.970718
JAX00241060,1,2.970967
JAX00000221,1,2.974346
UNC010516347,1,3.00543
JAX00241078,1,3.032783
JAX00000233,1,3.0464825
JAX00241084,1,3.0537185
JAX00190694,1,3.078122
JAX00241091,1,3.0913925
JAX00000239,1,3.093722
JAX00000240,1,3.1102245
JAX00000241,1,3.1103895
JAX00000242,1,3.1104725
JAX00241095,1,3.111927
JAX00241097,1,3.1137675
JAX00000243,1,3.13373
JAX00000244,1,3.135559
JAX00000245,1,3.1358005
JAX00241103,1,3.137088
JAX00241104,1,3.1386225
JAX00000246,1,3.140063
JAX00000247,1,3.1553635
JAX00241107,1,3.1571665
JAX00241108,1,3.15743
JAX00000248,1,3.157646
JAX00000249,1,3.166914
UNC34218,1,3.1737795
JAX00241116,1,3.2094115
JAX00241127,1,3.231266
JAX00241129,1,3.238339
JAX00241132,1,3.240116
JAX00241134,1,3.2407205
JAX00241138,1,3.248392
JAX00241139,1,3.254298
JAX00241142,1,3.257302
JAX00241143,1,3.257912
UNC36398,1,3.2597565
JAX00241145,1,3.2656385
JAX00000266,1,3.267461
JAX00241155,1,3.2876695
JAX00000268,1,3.289841
JAX00190700,1,3.289954
JAX00190701,1,3.2899795
JAX00000269,1,3.2903275
JAX00241158,1,3.295136
JAX00241159,1,3.2955865
