#
# nrow 12950
# ncol 3
marker,chr,pos
JAX00115398,4,1.660663
JAX00115403,4,1.6964565
JAX00543609,4,1.7039675
JAX00115407,4,1.728995
JAX00115409,4,1.73116
JAX00543629,4,1.7459
JAX00115412,4,1.747548
UNC6636974,4,1.74853
JAX00543630,4,1.749078
JAX00115413,4,1.7617345
JAX00115415,4,1.767721
JAX00222321,4,1.793308
JAX00115418,4,1.795905
JAX00543642,4,1.796238
JAX00115420,4,1.814989
JAX00115421,4,1.8154085
JAX00115422,4,1.8209115
JAX00543645,4,1.820959
JAX00115424,4,1.8257535
JAX00543648,4,1.834554
UNC040001211,4,1.8396215
UNC6638575,4,1.8513405
JAX00543651,4,1.852507
JAX00115426,4,1.8526555
JAX00543652,4,1.852897
JAX00543656,4,1.857696
JAX00543657,4,1.857715
JAX00543658,4,1.857741
JAX00115430,4,1.879689
UNC6639515,4,1.8926275
JAX00115433,4,1.89378
JAX00543676,4,1.9033215
JAX00115436,4,1.91295
JAX00543681,4,1.913942
JAX00543682,4,1.922608
UNC6640040,4,1.9230565
JAX00115439,4,1.930157
JAX00543688,4,1.9592475
JAX00115445,4,1.9717275
JAX00543693,4,1.972765
UNC6641184,4,1.9815865
JAX00115448,4,1.9917735
JAX00543699,4,2.0172495
JAX00115451,4,2.017737
UNC6641778,4,2.0196995
JAX00115453,4,2.029555
JAX00115457,4,2.0519855
UNC6642538,4,2.0587385
JAX00222337,4,2.0659445
JAX00543710,4,2.074183
JAX00543711,4,2.0773745
JAX00115460,4,2.077981
JAX00543712,4,2.080266
JAX00543714,4,2.091427
UNC6643327,4,2.0939325
JAX00543715,4,2.094017
JAX00115463,4,2.0940965
JAX00543722,4,2.121214
UNC6643932,4,2.1263035
JAX00543726,4,2.1326035
JAX00543727,4,2.13278
JAX00543728,4,2.1330705
JAX00543733,4,2.145848
JAX00543738,4,2.1524445
JAX00543739,4,2.1542195
JAX00543743,4,2.1621325
JAX00543749,4,2.18485
UNC6645521,4,2.185372
JAX00543753,4,2.185902
JAX00543758,4,2.1982435
UNC040001583,4,2.2058875
JAX00115481,4,2.210938
JAX00543761,4,2.2135925
JAX00543764,4,2.217689
JAX00543766,4,2.2195035
JAX00543768,4,2.2278795
JAX00543771,4,2.241624
UNC6646662,4,2.2419725
JAX00189357,4,2.24252
JAX00115485,4,2.249903
JAX00543776,4,2.257918
JAX00115490,4,2.270921
JAX00222345,4,2.270956
UNC6647492,4,2.2712085
JAX00222346,4,2.2748005
JAX00115491,4,2.2830255
JAX00115492,4,2.283123
JAX00543786,4,2.2889745
JAX00115493,4,2.2969565
UNC6648335,4,2.309276
JAX00115496,4,2.3094
JAX00543791,4,2.314296
JAX00543797,4,2.3209215
JAX00543798,4,2.3220605
JAX00543802,4,2.3263365
JAX00543803,4,2.3271795
UNC040386948,4,2.33018
JAX00543807,4,2.340525
UNC6649201,4,2.3416845
JAX00115500,4,2.3502505
JAX00115501,4,2.3503205
JAX00543811,4,2.351853
JAX00543814,4,2.3629435
JAX00543815,4,2.365855
JAX00543818,4,2.372939
JAX00543819,4,2.374849
JAX00115506,4,2.389488
JAX00115507,4,2.3897965
JAX00115508,4,2.390088
JAX00543827,4,2.3944655
UNC6650781,4,2.3990575
JAX00543835,4,2.4011755
JAX00115509,4,2.403232
JAX00115511,4,2.4169205
JAX00543838,4,2.423205
JAX00115512,4,2.428893
UNC6651698,4,2.439296
JAX00543850,4,2.4429905
JAX00115516,4,2.454271
JAX00115518,4,2.468241
JAX00222354,4,2.476078
UNC6652554,4,2.4813955
JAX00222355,4,2.4975155
JAX00543862,4,2.513489
UNC6653465,4,2.523055
JAX00543868,4,2.532422
JAX00115530,4,2.5492925
JAX00543874,4,2.5551985
UNC6654411,4,2.5651805
JAX00115533,4,2.5689335
JAX00543879,4,2.571591
JAX00115535,4,2.57295
JAX00543881,4,2.5798475
JAX00222360,4,2.583784
JAX00115536,4,2.5897775
JAX00115538,4,2.5901225
JAX00543885,4,2.6010795
UNC6655563,4,2.609613
JAX00115541,4,2.6109785
JAX00543890,4,2.6143945
JAX00543892,4,2.625357
JAX00115543,4,2.631491
JAX00543894,4,2.6435425
JAX00543896,4,2.6444
JAX00115551,4,2.681507
JAX00543901,4,2.688068
JAX00543909,4,2.719452
JAX00115557,4,2.729018
JAX00222365,4,2.7318375
UNC6658366,4,2.732624
JAX00115560,4,2.7488355
JAX00115561,4,2.7490045
JAX00115562,4,2.7490565
JAX00115563,4,2.7631075
JAX00543915,4,2.769444
JAX00115565,4,2.769739
UNC6659478,4,2.774681
JAX00115566,4,2.78235
JAX00115567,4,2.782513
JAX00115568,4,2.7825595
JAX00543917,4,2.7827145
JAX00543922,4,2.790239
UNC6660055,4,2.7998155
JAX00115570,4,2.810795
JAX00115571,4,2.810907
JAX00543938,4,2.863869
JAX00543946,4,2.878757
JAX00543947,4,2.8817805
UNC6662357,4,2.8957285
JAX00543951,4,2.941286
UNC6663268,4,2.942634
JAX00543953,4,2.961207
JAX00543958,4,2.965109
JAX00115594,4,2.97967
JAX00115595,4,2.979684
JAX00115597,4,2.9875245
JAX00543965,4,2.9986465
UNC6664472,4,2.99992
JAX00543969,4,3.0071515
UNC6664886,4,3.0105645
JAX00543974,4,3.0114585
JAX00543983,4,3.022109
JAX00543984,4,3.0225995
JAX00543985,4,3.0236865
JAX00115602,4,3.030807
JAX00543988,4,3.0311455
JAX00543990,4,3.031455
JAX00543991,4,3.031472
JAX00543993,4,3.0319025
JAX00543995,4,3.0335985
JAX00543996,4,3.033633
JAX00222382,4,3.056499
JAX00544009,4,3.065487
JAX00544010,4,3.0655875
UNC6666210,4,3.065889
JAX00544015,4,3.0720385
JAX00544016,4,3.072202
JAX00544018,4,3.0730025
UNC040002361,4,3.074745
JAX00544023,4,3.0753775
JAX00544025,4,3.0754965
JAX00544026,4,3.0755385
JAX00544028,4,3.076211
JAX00222383,4,3.0777485
JAX00544030,4,3.0781425
JAX00544031,4,3.079091
JAX00544036,4,3.0850715
JAX00544037,4,3.0872085
JAX00544039,4,3.0946825
JAX00544040,4,3.0947595
JAX00544041,4,3.0947725
JAX00544052,4,3.110553
JAX00544053,4,3.110587
JAX00544066,4,3.13735
JAX00115622,4,3.15029
B6_rs32143059,4,3.150924
UNC040002854,4,3.1518865
JAX00544071,4,3.152564
UNC6668815,4,3.1577065
JAX00544084,4,3.168173
JAX00115624,4,3.16827
JAX00115625,4,3.17192
JAX00222388,4,3.172556
JAX00222390,4,3.1726835
JAX00544096,4,3.1775205
JAX00544099,4,3.177735
JAX00115627,4,3.188295
JAX00544113,4,3.237634
UNC6671154,4,3.253586
JAX00544115,4,3.255378
JAX00115637,4,3.25567
JAX00544116,4,3.261254
JAX00544119,4,3.2650265
JAX00544122,4,3.268834
JAX00544126,4,3.2699265
UNC6671677,4,3.277358
JAX00544133,4,3.283148
JAX00544134,4,3.2856575
JAX00544136,4,3.2936915
JAX00115642,4,3.293756
JAX00544141,4,3.300192
JAX00544143,4,3.3085345
backupUNC040472579,4,3.3107715
JAX00115645,4,3.3129495
JAX00544148,4,3.3179055
JAX00544149,4,3.31929
JAX00544152,4,3.328224
UNC6673222,4,3.3341945
JAX00544157,4,3.3473505
JAX00544160,4,3.349472
JAX00115653,4,3.362349
JAX00115655,4,3.370698
UNC6674166,4,3.3744935
JAX00115656,4,3.3848985
JAX00544168,4,3.390821
JAX00544170,4,3.393568
JAX00222397,4,3.395951
JAX00544171,4,3.3959905
JAX00115657,4,3.398553
JAX00115658,4,3.398729
JAX00544176,4,3.419453
JAX00115663,4,3.426101
JAX00115664,4,3.427124
JAX00544180,4,3.441171
JAX00115665,4,3.442596
UNC6675934,4,3.4468105
JAX00115667,4,3.450875
JAX00544183,4,3.451198
JAX00544185,4,3.454042
JAX00222402,4,3.459698
JAX00115669,4,3.470674
UNC6676628,4,3.4817845
JAX00544190,4,3.48223
JAX00544192,4,3.485358
JAX00115675,4,3.510599
JAX00115676,4,3.510814
UNC6677287,4,3.5165155
JAX00222406,4,3.529017
JAX00544212,4,3.531022
JAX00544217,4,3.5333015
JAX00544218,4,3.5350315
JAX00544221,4,3.53705
JAX00115677,4,3.537091
JAX00544227,4,3.5399585
JAX00544234,4,3.550478
JAX00544236,4,3.5514445
JAX00544240,4,3.551994
JAX00544241,4,3.554044
JAX00544243,4,3.5564235
JAX00115682,4,3.5574365
JAX00544246,4,3.5575015
JAX00544248,4,3.558758
JAX00544250,4,3.562062
JAX00115685,4,3.566888
UNC6678659,4,3.5685395
JAX00544259,4,3.5689195
JAX00544271,4,3.5740045
JAX00544274,4,3.574143
JAX00544286,4,3.580094
JAX00544287,4,3.580344
JAX00544288,4,3.581528
JAX00544290,4,3.583146
JAX00544294,4,3.5857945
JAX00544295,4,3.586432
UNC6679755,4,3.606568
JAX00544302,4,3.620907
JAX00544303,4,3.621842
JAX00115693,4,3.6346275
JAX00222412,4,3.642832
JAX00544312,4,3.643728
JAX00544313,4,3.6443815
JAX00115696,4,3.6503285
UNC6680788,4,3.656151
JAX00544317,4,3.6589225
JAX00544318,4,3.6642015
JAX00115700,4,3.6761845
JAX00544320,4,3.681727
JAX00115703,4,3.689851
JAX00222414,4,3.692448
JAX00222415,4,3.6924675
JAX00544328,4,3.6941065
JAX00544330,4,3.706494
JAX00544331,4,3.7073735
UNC6682361,4,3.7293825
JAX00544333,4,3.729989
JAX00222417,4,3.7301655
JAX00544334,4,3.731821
JAX00544335,4,3.735751
JAX00544345,4,3.7615665
JAX00115713,4,3.763492
JAX00115715,4,3.771243
JAX00544349,4,3.772343
JAX00115717,4,3.7907525
JAX00544354,4,3.799276
JAX00115718,4,3.7992895
JAX00115719,4,3.8061675
backupUNC040003533,4,3.825277
UNC6684498,4,3.828829
JAX00115724,4,3.8348235
JAX00544359,4,3.840164
JAX00115726,4,3.8495955
JAX00115727,4,3.8579745
UNC6685279,4,3.859868
JAX00544366,4,3.862219
JAX00115728,4,3.8656955
JAX00115729,4,3.872489
JAX00115730,4,3.8726335
JAX00544375,4,3.8927425
JAX00115733,4,3.8964525
JAX00544382,4,3.910334
JAX00544385,4,3.911399
JAX00544388,4,3.915106
JAX00544389,4,3.9226695
JAX00544390,4,3.9251315
JAX00544391,4,3.925141
JAX00544401,4,3.955224
UNC6688819,4,3.9897105
JAX00115749,4,4.0023925
UNC6689484,4,4.0115305
backupUNC040474414,4,4.016712
JAX00544429,4,4.0284035
JAX00115754,4,4.032942
JAX00544432,4,4.034784
JAX00544433,4,4.0348345
JAX00544434,4,4.034925
JAX00544435,4,4.0366945
JAX00544436,4,4.0367415
JAX00544438,4,4.0375685
JAX00544446,4,4.0457555
