#
# nrow 10981
# ncol 3
marker,chr,pos
JAX00323920,12,1.5545765
JAX00032620,12,1.5681665
JAX00323924,12,1.5770825
JAX00323927,12,1.5794935
JAX00323933,12,1.605498
JAX00323938,12,1.6305035
JAX00032639,12,1.6910915
JAX00323951,12,1.7116245
JAX00032646,12,1.7291525
JAX00323952,12,1.7299125
JAX00323953,12,1.737842
JAX00032648,12,1.7509155
JAX00323959,12,1.7537995
JAX00323960,12,1.7628135
JAX00032651,12,1.7686945
UNC120000218,12,1.7812805
UNC20544708,12,1.7845865
JAX00032654,12,1.7884445
JAX00032656,12,1.8006735
JAX00199656,12,1.800991
JAX00199657,12,1.8010145
JAX00032658,12,1.8078285
UNC120000271,12,1.8420945
JAX00323977,12,1.8635705
JAX00323979,12,1.8665105
JAX00032666,12,1.869563
JAX00323991,12,1.89152
JAX00323995,12,1.897331
JAX00323996,12,1.899168
JAX00323999,12,1.9104945
JAX00324008,12,1.9198105
JAX00324009,12,1.9206225
JAX00324010,12,1.92332
JAX00324019,12,1.9391435
UNC20547528,12,1.943698
JAX00032678,12,1.952157
JAX00324025,12,1.959493
UNC20547890,12,1.965351
JAX00324031,12,1.9744755
JAX00324033,12,1.978804
JAX00324034,12,1.984211
JAX00324050,12,2.034103
JAX00199662,12,2.0602065
UNC20549832,12,2.065026
JAX00324060,12,2.0714285
JAX00324061,12,2.071801
JAX00324064,12,2.0721835
JAX00324065,12,2.0834155
JAX00032699,12,2.087602
backupUNC120343260,12,2.088421
JAX00324075,12,2.10363
JAX00032701,12,2.106431
JAX00032702,12,2.1064495
JAX00324076,12,2.106603
JAX00032703,12,2.10747
JAX00324078,12,2.115243
JAX00324081,12,2.1191625
UNC20551212,12,2.123537
JAX00032706,12,2.126848
JAX00324088,12,2.1365505
JAX00324089,12,2.1486265
UNC20551760,12,2.1533935
JAX00324093,12,2.160577
JAX00032714,12,2.187364
JAX00324104,12,2.194163
JAX00324105,12,2.1965945
JAX00324106,12,2.196977
UNC20552681,12,2.2023295
JAX00032719,12,2.22597
JAX00324111,12,2.228278
UNC20553149,12,2.2419865
JAX00032724,12,2.2473735
JAX00324115,12,2.251852
UNC120617581,12,2.2594165
JAX00324118,12,2.26143
JAX00032727,12,2.2662465
JAX00324121,12,2.2700755
JAX00324122,12,2.270142
UNC20553693,12,2.270646
JAX00324124,12,2.2711065
JAX00032730,12,2.294102
UNC20554359,12,2.2997175
JAX00324126,12,2.307765
JAX00324127,12,2.307968
JAX00324134,12,2.310398
UNC20554847,12,2.3262825
JAX00032736,12,2.326421
JAX00324137,12,2.345307
JAX00032737,12,2.3454455
JAX00032739,12,2.345526
JAX00324140,12,2.349334
JAX00032740,12,2.3601585
JAX00324150,12,2.3744215
JAX00324152,12,2.3749845
JAX00324153,12,2.37613
JAX00324154,12,2.3768545
JAX00032744,12,2.386629
UNC20556352,12,2.387967
JAX00324157,12,2.3912365
JAX00324158,12,2.391733
JAX00324162,12,2.395279
backupJAX00032746,12,2.402969
JAX00032748,12,2.403405
UNC20556847,12,2.417419
JAX00199674,12,2.4196565
JAX00032749,12,2.420982
JAX00324167,12,2.4236185
JAX00324172,12,2.428473
JAX00324174,12,2.428699
JAX00324175,12,2.435053
JAX00324176,12,2.4353895
JAX00324177,12,2.4369945
JAX00032752,12,2.440159
JAX00324179,12,2.4405765
JAX00324180,12,2.444747
JAX00324181,12,2.4448775
JAX00324182,12,2.444968
UNC20557642,12,2.447461
JAX00324186,12,2.476456
JAX00324189,12,2.4853575
JAX00324191,12,2.496208
UNC20558531,12,2.504223
JAX00324196,12,2.506631
JAX00324199,12,2.508107
JAX00032764,12,2.5194385
UNC20559176,12,2.53819
JAX00324207,12,2.5393235
JAX00324208,12,2.540858
UNC20559589,12,2.5599565
JAX00199678,12,2.5673345
JAX00324223,12,2.568644
JAX00324224,12,2.569648
JAX00032771,12,2.570006
JAX00032772,12,2.570017
JAX00324230,12,2.5811415
JAX00324232,12,2.581573
UNC20560330,12,2.5938585
JAX00032776,12,2.6000625
JAX00324258,12,2.615283
JAX00324259,12,2.618538
JAX00324266,12,2.624311
JAX00324271,12,2.6300065
UNC20560999,12,2.6303595
JAX00324272,12,2.630449
JAX00324273,12,2.630477
JAX00324276,12,2.632985
JAX00324284,12,2.6559855
JAX00324286,12,2.656909
JAX00324287,12,2.656927
JAX00324289,12,2.658697
JAX00032786,12,2.659942
JAX00324290,12,2.6609405
JAX00324299,12,2.673903
JAX00324301,12,2.674809
JAX00324303,12,2.676888
JAX00324305,12,2.6771365
UNC20562328,12,2.6774645
JAX00324306,12,2.678237
JAX00324315,12,2.683454
CEAJAX00324318,12,2.6865615
JAX00324320,12,2.687286
JAX00032791,12,2.69531
UNC120343709,12,2.697873
JAX00324322,12,2.7062645
JAX00324335,12,2.723018
UNC20563815,12,2.7374975
JAX00324343,12,2.740939
JAX00199686,12,2.7764235
JAX00324356,12,2.778503
JAX00324357,12,2.781186
UNC20564739,12,2.7824905
UNC20565224,12,2.8003725
UNC120000974,12,2.803421
JAX00324375,12,2.8081895
JAX00032812,12,2.8383555
JAX00324382,12,2.840201
JAX00324385,12,2.844914
JAX00324386,12,2.8453765
JAX00324387,12,2.8481325
JAX00324390,12,2.8516455
JAX00324391,12,2.8583475
JAX00324393,12,2.8618605
UNC20566467,12,2.869231
JAX00199692,12,2.883592
JAX00032819,12,2.884548
JAX00032820,12,2.8885415
JAX00324405,12,2.8917575
JAX00324406,12,2.8921935
JAX00324408,12,2.8929535
JAX00324409,12,2.8929945
JAX00324412,12,2.895323
JAX00324413,12,2.8954575
UNC20566917,12,2.896373
JAX00324417,12,2.904887
UNC20567266,12,2.9125635
JAX00032824,12,2.9258575
JAX00032826,12,2.925979
JAX00032827,12,2.931732
JAX00324420,12,2.934841
JAX00324421,12,2.934972
JAX00324423,12,2.9414815
JAX00324427,12,2.946859
JAX00324430,12,2.957035
JAX00032833,12,2.975216
B6_rs29158719,12,2.983967
JAX00199699,12,2.987072
JAX00324436,12,2.990788
JAX00324444,12,3.003456
UNC20568907,12,3.0050935
JAX00324446,12,3.0063855
JAX00032839,12,3.0202525
JAX00032840,12,3.0208595
UNC20569179,12,3.026724
JAX00324450,12,3.0289595
JAX00032842,12,3.0309055
JAX00324457,12,3.0485155
JAX00199702,12,3.059639
UNC20569724,12,3.064475
JAX00324467,12,3.068435
JAX00324472,12,3.084113
UNC20570152,12,3.0856505
UNC120575179,12,3.095917
JAX00032852,12,3.10682
JAX00324477,12,3.111538
JAX00324482,12,3.1121245
JAX00324484,12,3.112225
JAX00324485,12,3.112533
JAX00324486,12,3.1182305
JAX00324487,12,3.118402
UNC20570601,12,3.1191855
JAX00032856,12,3.1208525
JAX00199704,12,3.1255905
JAX00032857,12,3.139663
UNC20571214,12,3.159818
JAX00032862,12,3.1604315
JAX00324503,12,3.163177
JAX00199707,12,3.1763755
UNC20571445,12,3.1807445
JAX00324512,12,3.185624
JAX00324514,12,3.1858015
JAX00324520,12,3.1960065
JAX00324521,12,3.196101
JAX00324522,12,3.1962685
JAX00032866,12,3.1978975
JAX00032868,12,3.20131
JAX00324528,12,3.2035645
JAX00324530,12,3.212553
UNC20571929,12,3.2134885
JAX00324534,12,3.214563
JAX00324540,12,3.223193
JAX00324545,12,3.223832
JAX00324546,12,3.225848
JAX00324548,12,3.226801
UNC20572554,12,3.2393195
JAX00324558,12,3.246649
JAX00199710,12,3.259011
JAX00324561,12,3.259833
JAX00324575,12,3.2903685
JAX00324578,12,3.2973165
UNC20573688,12,3.2994095
UNC20573991,12,3.316157
JAX00324586,12,3.3224235
JAX00324587,12,3.323495
JAX00324590,12,3.3311875
JAX00324591,12,3.3314035
JAX00324593,12,3.3314965
JAX00324595,12,3.346146
JAX00324598,12,3.352086
JAX00324604,12,3.360819
UNC120345124,12,3.3615315
JAX00032891,12,3.363287
JAX00324605,12,3.363723
JAX00324606,12,3.3638965
JAX00324608,12,3.371276
JAX00032893,12,3.3763865
JAX00324612,12,3.3765395
JAX00324614,12,3.3769795
JAX00324619,12,3.3798075
JAX00324620,12,3.3804125
UNC20575242,12,3.3854835
JAX00324625,12,3.387555
JAX00324626,12,3.3878995
JAX00324629,12,3.3950785
JAX00324631,12,3.3980295
JAX00032897,12,3.399956
JAX00324633,12,3.4086765
JAX00324638,12,3.414652
JAX00199717,12,3.4154345
JAX00199718,12,3.415448
UNC20575747,12,3.420239
JAX00324639,12,3.42391
JAX00324641,12,3.42818
JAX00324644,12,3.4289175
JAX00324645,12,3.4289285
JAX00324647,12,3.4309565
UNC20576165,12,3.443978
JAX00324650,12,3.447204
JAX00324651,12,3.4489075
JAX00324653,12,3.4500835
JAX00324656,12,3.452047
JAX00199719,12,3.4549485
JAX00324660,12,3.4556695
JAX00032905,12,3.456671
JAX00324663,12,3.468986
JAX00324665,12,3.4694185
JAX00324667,12,3.47457
UNC20576704,12,3.475845
JAX00324670,12,3.4759795
JAX00324674,12,3.486533
JAX00324675,12,3.4877055
JAX00324676,12,3.4895145
JAX00324677,12,3.4897885
UNC20577042,12,3.491625
JAX00032912,12,3.4925585
JAX00324682,12,3.4992675
JAX00324685,12,3.4994635
JAX00032913,12,3.5094745
JAX00324696,12,3.5117775
JAX00324700,12,3.5171725
JAX00324704,12,3.520681
JAX00032914,12,3.5207755
JAX00032916,12,3.520942
JAX00324705,12,3.5209825
JAX00324708,12,3.5238475
JAX00324710,12,3.5244675
JAX00324711,12,3.5259345
JAX00324714,12,3.526373
JAX00324720,12,3.5304825
JAX00324722,12,3.532546
JAX00324723,12,3.5367995
UNC20578215,12,3.5400945
JAX00199725,12,3.5418675
UNC20578807,12,3.563577
JAX00324740,12,3.5660415
JAX00324741,12,3.5677605
UNC20579155,12,3.585395
JAX00324742,12,3.587581
JAX00324747,12,3.5987065
JAX00324752,12,3.6020225
JAX00199728,12,3.6147475
JAX00324763,12,3.622223
UNC20580229,12,3.6224245
JAX00032931,12,3.6251555
UNC20580800,12,3.6509765
JAX00324775,12,3.6549475
JAX00324777,12,3.657213
JAX00324778,12,3.6573015
JAX00324779,12,3.6634825
JAX00324782,12,3.6661245
JAX00324792,12,3.6931425
JAX00324794,12,3.693468
UNC20582011,12,3.710604
JAX00032944,12,3.716854
JAX00324810,12,3.7338085
UNC20582615,12,3.7372105
JAX00324813,12,3.7408875
JAX00324814,12,3.742093
JAX00324816,12,3.7421405
UNC20583206,12,3.7563735
JAX00324825,12,3.7600645
JAX00324826,12,3.761122
JAX00324828,12,3.762104
JAX00324830,12,3.7760605
JAX00324832,12,3.7763975
JAX00032953,12,3.7799245
JAX00324835,12,3.783539
JAX00032956,12,3.8010145
UNC20584055,12,3.8013895
JAX00324847,12,3.8115085
JAX00324849,12,3.8136285
JAX00324850,12,3.813651
JAX00032960,12,3.8210395
JAX00324858,12,3.8269585
JAX00324859,12,3.8272465
UNC20584895,12,3.8284445
JAX00324865,12,3.8371745
JAX00324866,12,3.837227
JAX00324869,12,3.8417445
JAX00324870,12,3.842075
JAX00032962,12,3.8421585
JAX00032964,12,3.844605
JAX00324873,12,3.8452055
UNC20585373,12,3.847102
JAX00324878,12,3.8528815
JAX00032966,12,3.85539
UNC120345621,12,3.8587405
JAX00324880,12,3.8651445
JAX00324881,12,3.8658315
JAX00324882,12,3.866661
JAX00199739,12,3.877474
JAX00324888,12,3.8800925
UNC20586263,12,3.885774
JAX00324897,12,3.8893605
JAX00324898,12,3.8906825
JAX00032972,12,3.8908065
JAX00032975,12,3.924908
JAX00324910,12,3.9260025
JAX00324915,12,3.9292735
JAX00324916,12,3.9296765
JAX00324923,12,3.939253
UNC20587427,12,3.943405
JAX00324926,12,3.9448015
JAX00324927,12,3.94484
JAX00324928,12,3.944869
JAX00324932,12,3.946324
JAX00032980,12,3.9556255
JAX00324937,12,3.966921
JAX00032983,12,3.9836945
JAX00324947,12,3.9878825
UNC20588524,12,3.9886505
JAX00324954,12,3.989187
JAX00324956,12,3.9894895
JAX00032985,12,3.989546
JAX00324957,12,3.9895675
JAX00324958,12,3.9895815
JAX00324960,12,3.9899675
JAX00324965,12,3.990805
JAX00324966,12,3.990895
JAX00324968,12,3.991032
JAX00324969,12,3.991082
JAX00324975,12,3.9926405
JAX00324976,12,3.992677
backupUNC120346225,12,3.992943
JAX00324978,12,4.0014065
JAX00324979,12,4.001562
UNC20588948,12,4.004668
JAX00324986,12,4.0058255
JAX00032986,12,4.0059515
JAX00032987,12,4.006049
JAX00032989,12,4.0114155
JAX00324993,12,4.025972
JAX00324994,12,4.0261395
JAX00324995,12,4.026784
JAX00324997,12,4.02759
JAX00324998,12,4.030434
JAX00199743,12,4.030997
JAX00032992,12,4.0318685
UNC20589634,12,4.0388225
JAX00325004,12,4.049306
JAX00325005,12,4.0496415
JAX00325008,12,4.0538395
JAX00325012,12,4.0573795
JAX00032995,12,4.0594015
JAX00325013,12,4.0596875
JAX00032998,12,4.079411
JAX00325017,12,4.0823635
JAX00325018,12,4.082492
UNC20590943,12,4.09057
JAX00033003,12,4.0949625
JAX00325023,12,4.095014
JAX00325025,12,4.1133815
JAX00325032,12,4.116559
UNC20591727,12,4.1197595
JAX00325034,12,4.14142
JAX00325035,12,4.1438015
UNC20592554,12,4.1510215
JAX00033010,12,4.164517
JAX00033012,12,4.165277
UNC20593263,12,4.176261
JAX00199752,12,4.181849
JAX00033015,12,4.181885
backupUNC120346593,12,4.1851215
JAX00325045,12,4.185569
JAX00325046,12,4.187955
JAX00325052,12,4.195598
JAX00325053,12,4.1969435
JAX00325055,12,4.1982455
JAX00033016,12,4.199486
JAX00033018,12,4.204235
UNC20594325,12,4.2116575
JAX00325066,12,4.216097
JAX00033021,12,4.2211975
JAX00325070,12,4.224418
JAX00325072,12,4.227476
JAX00325073,12,4.227552
backupUNC120347016,12,4.2306265
JAX00325079,12,4.235886
JAX00325083,12,4.240268
JAX00325084,12,4.2455665
JAX00325087,12,4.2474535
JAX00325088,12,4.2497345
JAX00325089,12,4.249749
UNC20595628,12,4.258446
JAX00325090,12,4.2595255
JAX00325096,12,4.278797
UNC20597134,12,4.358108
JAX00033039,12,4.360626
JAX00033040,12,4.380143
JAX00325109,12,4.3808295
UNC20597328,12,4.3841505
JAX00033045,12,4.409414
JAX00325112,12,4.410494
JAX00325114,12,4.412957
JAX00033046,12,4.41521
UNC20598056,12,4.4287625
JAX00325116,12,4.429149
JAX00325117,12,4.437285
JAX00325124,12,4.4421045
JAX00033054,12,4.461825
JAX00325127,12,4.4686185
JAX00325130,12,4.4886285
JAX00325131,12,4.4886785
JAX00325132,12,4.4890955
UNC20599638,12,4.501799
JAX00033058,12,4.50323
JAX00033059,12,4.5041085
JAX00033061,12,4.5176335
JAX00033063,12,4.520651
UNC20600326,12,4.532673
JAX00325143,12,4.5341655
JAX00325144,12,4.5344665
JAX00033064,12,4.538714
JAX00325148,12,4.542299
JAX00325150,12,4.5492965
JAX00325154,12,4.556645
JAX00325155,12,4.5567865
JAX00325157,12,4.5585595
JAX00325159,12,4.559202
JAX00199770,12,4.5773735
JAX00325162,12,4.59184
UNC20601450,12,4.5931115
UNC120347469,12,4.605174
UNC20601730,12,4.609301
JAX00325168,12,4.61339
JAX00325169,12,4.6141195
JAX00325170,12,4.614335
JAX00325172,12,4.615405
JAX00325173,12,4.615627
JAX00325178,12,4.618521
JAX00199771,12,4.6187465
JAX00325182,12,4.6215445
JAX00033077,12,4.6230975
JAX00325186,12,4.6416555
JAX00325187,12,4.6423985
UNC20602818,12,4.6532005
JAX00033083,12,4.6551175
JAX00325190,12,4.6570525
JAX00325196,12,4.676202
JAX00325199,12,4.679047
JAX00325200,12,4.6790795
JAX00325201,12,4.679234
JAX00033085,12,4.679643
JAX00325202,12,4.680659
JAX00325204,12,4.682498
JAX00325206,12,4.683716
JAX00325210,12,4.6993215
JAX00033088,12,4.6994105
JAX00325212,12,4.700771
JAX00033089,12,4.7052225
JAX00199778,12,4.712457
JAX00033091,12,4.715331
JAX00325216,12,4.7216525
JAX00325217,12,4.721759
JAX00325219,12,4.7228905
JAX00325220,12,4.7229875
JAX00325223,12,4.724773
JAX00033094,12,4.730618
JAX00325225,12,4.7340635
JAX00325228,12,4.735959
UNC20604636,12,4.738982
JAX00325230,12,4.744725
JAX00325231,12,4.745152
JAX00325232,12,4.745216
JAX00325233,12,4.748997
JAX00325234,12,4.7491185
JAX00325235,12,4.7544935
JAX00325236,12,4.754521
JAX00325237,12,4.759063
JAX00325238,12,4.7594495
JAX00325240,12,4.7596505
JAX00033097,12,4.7600145
JAX00325246,12,4.7623465
JAX00199779,12,4.7679855
JAX00325248,12,4.769415
UNC20605515,12,4.7775265
JAX00199781,12,4.785656
JAX00033102,12,4.7865915
UNC120001653,12,4.7881735
UNC20605938,12,4.796825
JAX00325252,12,4.7972885
JAX00325255,12,4.798815
JAX00033103,12,4.799858
JAX00033105,12,4.805854
UNC20606303,12,4.8129735
JAX00325259,12,4.827191
JAX00325260,12,4.830237
JAX00325261,12,4.8319395
JAX00325263,12,4.8344995
UNC20606837,12,4.847751
JAX00325267,12,4.8583855
JAX00325268,12,4.8585715
JAX00325276,12,4.8696685
JAX00033116,12,4.8776255
JAX00325278,12,4.8838805
JAX00325287,12,4.888733
JAX00325293,12,4.908939
JAX00325294,12,4.908968
JAX00033121,12,4.910716
UNC20608503,12,4.9221135
JAX00033123,12,4.9236085
backupUNC120348716,12,4.9276585
JAX00325299,12,4.9326925
JAX00325300,12,4.9327005
JAX00325301,12,4.9328005
JAX00033125,12,4.935465
UNC20608961,12,4.9366745
JAX00325305,12,4.9530405
UNC20609242,12,4.95445
UNC20609427,12,4.96249
JAX00033129,12,4.965216
UNC20609739,12,4.9775705
JAX00033131,12,4.977618
UNC20609857,12,4.9818935
JAX00325312,12,4.9826265
UNC20610097,12,4.988752
JAX00325315,12,4.9919115
JAX00325319,12,4.993703
UNC20610302,12,4.995347
UNC20610436,12,5.002959
JAX00325324,12,5.004892
UNC20610547,12,5.008535
JAX00325328,12,5.0219985
JAX00033136,12,5.022098
UNC20610771,12,5.022282
UNC20610884,12,5.0253675
UNC20611071,12,5.0334845
JAX00325330,12,5.036283
JAX00033139,12,5.0396395
JAX00033140,12,5.0397425
JAX00325336,12,5.0398
UNC20611188,12,5.0410945
JAX00325339,12,5.043395
JAX00325344,12,5.0454735
UNC20611323,12,5.046391
UNC20611420,12,5.053476
UNC20611641,12,5.060416
JAX00325348,12,5.0671345
UNC20611785,12,5.0674895
JAX00325350,12,5.068221
JAX00325352,12,5.0687975
JAX00325354,12,5.068977
JAX00033145,12,5.0727355
JAX00033146,12,5.072888
JAX00033147,12,5.0737015
UNC20612005,12,5.0756785
UNC20612104,12,5.077502
UNC20612513,12,5.0946935
JAX00325355,12,5.0970595
UNC20612588,12,5.1002505
UNC20612779,12,5.105752
