#
# nrow 11707
# ncol 3
marker,chr,pos
JAX00662862,8,0.027235
JAX00159498,8,0.0309135
JAX00662867,8,0.0324395
JAX00659231,8,1.5418055
JAX00158231,8,1.544567
JAX00659232,8,1.545335
JAX00158234,8,1.565424
JAX00659242,8,1.5793
JAX00659244,8,1.580286
JAX00158239,8,1.595051
JAX00158240,8,1.6027705
JAX00659253,8,1.6057295
JAX00659259,8,1.6098245
JAX00659261,8,1.6177695
JAX00659264,8,1.6255545
JAX00659266,8,1.637354
JAX00158246,8,1.6499405
JAX00659273,8,1.6550985
JAX00659275,8,1.6563035
JAX00158249,8,1.6628795
JAX00158250,8,1.666262
JAX00158251,8,1.6782885
JAX00158252,8,1.6866095
JAX00158253,8,1.6900095
JAX00158254,8,1.695478
JAX00659291,8,1.709613
JAX00659297,8,1.7122565
B6_rs32574177,8,1.712905
JAX00158256,8,1.7159965
JAX00158257,8,1.717542
JAX00659303,8,1.724557
JAX00158259,8,1.727602
JAX00659309,8,1.7391735
JAX00659317,8,1.767696
JAX00158265,8,1.769984
JAX00659319,8,1.7725345
JAX00659320,8,1.783847
JAX00158268,8,1.796202
JAX00659322,8,1.799881
JAX00659323,8,1.7998955
JAX00659333,8,1.8194155
JAX00233722,8,1.820857
JAX00659334,8,1.8262685
JAX00659335,8,1.8269935
JAX00158275,8,1.8341855
JAX00659336,8,1.840676
JAX00659337,8,1.8407845
JAX00659340,8,1.8420765
JAX00659342,8,1.850554
JAX00158277,8,1.8518445
JAX00659343,8,1.854208
JAX00659344,8,1.8559665
JAX00659345,8,1.857209
JAX00659346,8,1.8572955
JAX00158280,8,1.869456
JAX00158282,8,1.884045
JAX00659357,8,1.920796
JAX00158288,8,1.924397
JAX00158289,8,1.9245435
JAX00659364,8,1.9369805
JAX00659365,8,1.937105
JAX00659366,8,1.938664
JAX00158291,8,1.957906
JAX00659369,8,1.958064
JAX00158293,8,1.9589995
JAX00659376,8,1.9779735
JAX00659378,8,1.9813715
JAX00659380,8,1.982042
JAX00659382,8,1.9844515
JAX00659390,8,2.0233395
JAX00158308,8,2.0573465
JAX00659397,8,2.0666885
JAX00158310,8,2.0692435
JAX00659398,8,2.084915
JAX00158313,8,2.091179
JAX00659402,8,2.091458
JAX00659406,8,2.096959
JAX00659410,8,2.099674
JAX00659413,8,2.11366
JAX00659414,8,2.1178135
JAX00659417,8,2.119125
JAX00158318,8,2.1316675
JAX00158320,8,2.1320075
JAX00659422,8,2.1330655
JAX00659423,8,2.1344695
JAX00659427,8,2.1445365
JAX00659428,8,2.148545
JAX00158322,8,2.153003
JAX00158326,8,2.1756675
JAX00659444,8,2.2008135
JAX00659445,8,2.200826
JAX00659448,8,2.201609
JAX00659451,8,2.2142275
JAX00659454,8,2.235532
JAX00158334,8,2.2377215
JAX00158336,8,2.240803
JAX00158337,8,2.248078
UNC080007365,8,2.2535305
JAX00659456,8,2.2574375
JAX00659457,8,2.2585235
JAX00659458,8,2.261804
JAX00158340,8,2.261855
JAX00659459,8,2.2692735
JAX00659460,8,2.2695415
JAX00659462,8,2.2696825
JAX00158342,8,2.2828695
JAX00659465,8,2.2893815
JAX00659469,8,2.2957195
JAX00158345,8,2.3150675
JAX00158346,8,2.319316
JAX00158351,8,2.3517975
JAX00158352,8,2.35181
JAX00659476,8,2.363928
JAX00158354,8,2.3683045
JAX00659482,8,2.392336
JAX00659483,8,2.392721
JAX00659486,8,2.4049075
JAX00158359,8,2.410827
JAX00158364,8,2.4396535
UNC14067338,8,2.4472065
JAX00158366,8,2.447971
JAX00158367,8,2.4562185
JAX00158372,8,2.4896685
JAX00659504,8,2.4968055
JAX00659505,8,2.500768
JAX00659512,8,2.541048
JAX00158380,8,2.5456355
JAX00233735,8,2.5746555
JAX00659518,8,2.577346
JAX00158390,8,2.6135035
JAX00659526,8,2.619745
JAX00158393,8,2.627283
JAX00659531,8,2.6384515
JAX00659539,8,2.6468315
backupJAX00158395,8,2.649416
JAX00158397,8,2.6498305
JAX00659546,8,2.6841805
JAX00659547,8,2.684276
JAX00158406,8,2.7146715
CEAJAX00158407,8,2.7311715
JAX00158408,8,2.733238
JAX00158409,8,2.7398235
JAX00659555,8,2.7562525
JAX00158412,8,2.7569355
JAX00659557,8,2.7617865
backupJAX00659559,8,2.7623305
UNC14075558,8,2.7718855
JAX00158418,8,2.7901785
JAX00659571,8,2.79577
JAX00158419,8,2.810698
JAX00659574,8,2.811955
JAX00659579,8,2.8302745
JAX00659580,8,2.83032
JAX00158423,8,2.8308085
JAX00158424,8,2.8308705
UNC14078146,8,2.8685015
JAX00659595,8,2.8754165
JAX00659596,8,2.8769805
JAX00659597,8,2.8839155
JAX00158431,8,2.8844045
JAX00659598,8,2.8884245
JAX00659599,8,2.8896915
CEAJAX00659602,8,2.8906945
JAX00659603,8,2.890739
CEAJAX00158434,8,2.908852
JAX00659607,8,2.923147
JAX00659617,8,2.9455455
JAX00158441,8,2.9471685
JAX00158442,8,2.947491
JAX00659620,8,2.956953
JAX00158444,8,2.966152
JAX00158446,8,2.9822775
JAX00233741,8,2.999441
backupUNC080021687,8,3.022327
JAX00233743,8,3.0329125
JAX00158455,8,3.042912
JAX00659635,8,3.0439495
JAX00659636,8,3.0440395
JAX00158457,8,3.051359
JAX00659640,8,3.055865
JAX00659641,8,3.056556
JAX00158458,8,3.060692
JAX00158459,8,3.060937
JAX00659645,8,3.0666385
JAX00659649,8,3.069832
JAX00659655,8,3.083127
JAX00233745,8,3.0834665
JAX00659656,8,3.0861505
JAX00158462,8,3.086307
JAX00659658,8,3.0966595
JAX00158464,8,3.1083355
JAX00659662,8,3.1152605
JAX00158469,8,3.134858
JAX00659670,8,3.14436
JAX00659671,8,3.1444475
JAX00659673,8,3.1632585
JAX00659676,8,3.166752
JAX00158473,8,3.1690555
JAX00158475,8,3.169223
JAX00659680,8,3.18468
JAX00659681,8,3.1853875
JAX00158476,8,3.188436
JAX00659686,8,3.192452
JAX00659687,8,3.1929325
JAX00659690,8,3.1954975
JAX00233748,8,3.1974055
backupUNC080025068,8,3.200729
JAX00158479,8,3.2113525
JAX00659697,8,3.2285475
JAX00659699,8,3.230621
JAX00659707,8,3.262466
JAX00659713,8,3.276766
JAX00659720,8,3.2876765
JAX00659721,8,3.2877045
JAX00659722,8,3.287751
JAX00659723,8,3.2877745
JAX00659724,8,3.287856
JAX00659725,8,3.288095
JAX00233749,8,3.2891535
JAX00659733,8,3.29714
UNC080026940,8,3.3007735
JAX00659736,8,3.3010435
JAX00659737,8,3.3010595
JAX00659740,8,3.3019035
JAX00659742,8,3.302556
JAX00659744,8,3.3059835
JAX00158494,8,3.3070635
JAX00659747,8,3.3087575
JAX00158497,8,3.322853
JAX00659753,8,3.328796
JAX00659754,8,3.3289325
JAX00659755,8,3.3290525
JAX00659756,8,3.3296675
JAX00659766,8,3.344374
JAX00659768,8,3.3449185
JAX00158501,8,3.349504
JAX00158502,8,3.3495145
JAX00659771,8,3.3631055
JAX00659774,8,3.363868
JAX00659775,8,3.364581
JAX00659778,8,3.370023
JAX00158503,8,3.3701525
JAX00158505,8,3.3704135
JAX00659780,8,3.372924
JAX00659793,8,3.406383
JAX00659809,8,3.4175475
JAX00659815,8,3.4185885
JAX00158512,8,3.4273115
UNC14096429,8,3.4419855
JAX00659819,8,3.4421995
JAX00659820,8,3.442873
JAX00659822,8,3.4459055
JAX00659830,8,3.4586295
JAX00659839,8,3.476011
JAX00659841,8,3.4767365
JAX00233754,8,3.4835305
JAX00158522,8,3.486814
JAX00158526,8,3.512497
JAX00659849,8,3.5247225
JAX00158527,8,3.5290525
JAX00158529,8,3.5346525
JAX00659854,8,3.54177
UNC080616646,8,3.5447965
JAX00158532,8,3.54915
JAX00659858,8,3.549787
JAX00659861,8,3.5805705
JAX00659862,8,3.5806165
JAX00659865,8,3.592623
JAX00659869,8,3.598069
JAX00659871,8,3.6010255
JAX00158540,8,3.6028
JAX00659875,8,3.611937
JAX00659876,8,3.611994
JAX00158542,8,3.6294975
JAX00158543,8,3.629651
JAX00659891,8,3.647167
JAX00659893,8,3.650348
JAX00659894,8,3.6503665
JAX00659903,8,3.665468
JAX00158550,8,3.6696275
JAX00659905,8,3.6702215
JAX00659906,8,3.672716
JAX00659907,8,3.672941
JAX00659912,8,3.680244
JAX00659913,8,3.680294
JAX00158552,8,3.697614
JAX00659925,8,3.6978075
JAX00659927,8,3.700331
JAX00659928,8,3.70054
JAX00659932,8,3.704012
JAX00659937,8,3.7056195
JAX00158555,8,3.710778
backupUNC080034516,8,3.72732
JAX00659946,8,3.7316255
JAX00233762,8,3.733119
JAX00659954,8,3.7336255
JAX00659955,8,3.7336525
JAX00659958,8,3.7349785
JAX00659960,8,3.7354505
JAX00659962,8,3.7367035
JAX00659969,8,3.7438515
JAX00659970,8,3.7444085
JAX00659976,8,3.7541635
JAX00659977,8,3.7543535
JAX00158562,8,3.7599105
JAX00659982,8,3.781092
JAX00158566,8,3.788542
JAX00659990,8,3.7919075
JAX00659993,8,3.794369
JAX00659996,8,3.8072185
JAX00158569,8,3.809634
JAX00158570,8,3.809898
JAX00659998,8,3.813654
JAX00659999,8,3.813668
JAX00660000,8,3.8140355
JAX00158571,8,3.8171635
JAX00660001,8,3.8194205
JAX00158572,8,3.8219885
JAX00158573,8,3.8249905
JAX00158575,8,3.844775
JAX00158576,8,3.844793
JAX00158577,8,3.8552095
JAX00660008,8,3.855252
JAX00660009,8,3.855404
JAX00660014,8,3.864622
JAX00660016,8,3.864908
JAX00660017,8,3.8650705
JAX00660020,8,3.8799595
JAX00660023,8,3.897158
JAX00660024,8,3.897173
JAX00660028,8,3.902557
JAX00660029,8,3.90575
JAX00660030,8,3.9071775
JAX00660038,8,3.9217025
JAX00660040,8,3.9262255
JAX00660041,8,3.927355
JAX00660043,8,3.9285865
JAX00660045,8,3.92942
JAX00660047,8,3.9306035
JAX00158589,8,3.938418
