#
# nrow 6157
# ncol 3
marker,chr,pos
UNC29824296,19,1.5758695
JAX00086305,19,1.5983365
JAX00086309,19,1.6314325
JAX00214169,19,1.6322615
JAX00086310,19,1.635163
JAX00468917,19,1.6365765
JAX00468921,19,1.643441
backupJAX00086312,19,1.6478615
JAX00468924,19,1.6685575
JAX00468932,19,1.6745465
JAX00468933,19,1.6747475
JAX00086316,19,1.6781825
JAX00086317,19,1.6782395
JAX00468938,19,1.6857645
JAX00086319,19,1.686577
JAX00468940,19,1.6898875
JAX00468946,19,1.7000445
JAX00086322,19,1.7065475
JAX00086325,19,1.73051
JAX00468955,19,1.730703
JAX00086326,19,1.7319765
JAX00468959,19,1.743411
JAX00188550,19,1.745282
JAX00086327,19,1.7474025
JAX00468974,19,1.777071
JAX00086333,19,1.7819855
JAX00468977,19,1.7946435
JAX00468978,19,1.799509
JAX00086335,19,1.799922
JAX00468980,19,1.8000315
JAX00468981,19,1.8025055
JAX00214179,19,1.8069095
JAX00086336,19,1.807333
JAX00468983,19,1.808871
JAX00086337,19,1.8097535
JAX00468985,19,1.810241
JAX00468987,19,1.814401
UNC29827168,19,1.8188255
JAX00468994,19,1.820672
JAX00468995,19,1.8217305
JAX00468997,19,1.828956
JAX00086342,19,1.8416835
UNC29827681,19,1.854015
JAX00469008,19,1.8582795
JAX00086350,19,1.8911605
UNC29828334,19,1.8999075
JAX00469016,19,1.9045375
JAX00469018,19,1.909602
JAX00469019,19,1.9139635
JAX00086354,19,1.9296815
JAX00469027,19,1.9333925
JAX00469031,19,1.9419815
JAX00469036,19,1.94989
UNC29829291,19,1.9742105
JAX00469047,19,1.9749815
JAX00469048,19,1.975024
JAX00469058,19,1.9952995
JAX00469067,19,2.0097485
JAX00469068,19,2.0125815
JAX00469069,19,2.012751
JAX00469082,19,2.02895
JAX00469090,19,2.0418905
UNC29830560,19,2.049423
JAX00086374,19,2.054918
JAX00469095,19,2.056523
JAX00469097,19,2.0589845
JAX00469099,19,2.065911
JAX00469106,19,2.0781325
JAX00469107,19,2.078165
UNC29831148,19,2.0830575
JAX00469114,19,2.087358
JAX00086379,19,2.0982035
JAX00086382,19,2.1129895
JAX00469120,19,2.114031
JAX00469121,19,2.117598
JAX00469122,19,2.1176855
JAX00469123,19,2.118486
UNC29831860,19,2.131349
JAX00469130,19,2.1324315
JAX00469134,19,2.1365945
JAX00086388,19,2.1520735
UNC29832192,19,2.156365
JAX00469147,19,2.1617
JAX00086390,19,2.1621355
JAX00086391,19,2.1678205
JAX00469152,19,2.1719305
JAX00469157,19,2.176387
JAX00469158,19,2.1825365
JAX00469161,19,2.1924545
JAX00469166,19,2.2045875
JAX00469167,19,2.2048245
JAX00214195,19,2.2060675
UNC29832780,19,2.208076
JAX00086401,19,2.223978
JAX00469173,19,2.2304215
JAX00469178,19,2.2422235
JAX00469190,19,2.2588
JAX00469194,19,2.2682305
JAX00086405,19,2.269869
JAX00469201,19,2.2786185
JAX00469206,19,2.2853485
JAX00086409,19,2.289439
JAX00469207,19,2.289847
JAX00086410,19,2.2907405
JAX00469209,19,2.293868
JAX00469214,19,2.301048
JAX00469216,19,2.3019705
JAX00469218,19,2.3039265
UNC29834997,19,2.314029
JAX00469231,19,2.3280815
JAX00469233,19,2.3290125
JAX00469237,19,2.3394115
JAX00469244,19,2.360813
JAX00469248,19,2.3640845
JAX00469251,19,2.364979
UNC29836189,19,2.366412
JAX00214203,19,2.370088
JAX00086422,19,2.37011
JAX00469261,19,2.3703495
JAX00469264,19,2.375201
JAX00469272,19,2.3901725
JAX00469274,19,2.4170515
JAX00469276,19,2.418021
JAX00469285,19,2.4474035
UNC29837897,19,2.4538285
JAX00469293,19,2.4548515
JAX00086434,19,2.455343
JAX00469299,19,2.461895
JAX00086435,19,2.4647135
JAX00469302,19,2.4651865
JAX00469305,19,2.4764875
JAX00469306,19,2.476618
JAX00214208,19,2.478085
JAX00469307,19,2.4909145
JAX00086440,19,2.492523
JAX00469314,19,2.5034755
JAX00469315,19,2.5037275
JAX00469316,19,2.5057925
JAX00469317,19,2.508239
JAX00469318,19,2.508288
JAX00214211,19,2.5168565
JAX00469323,19,2.517556
JAX00469324,19,2.5188385
JAX00469327,19,2.5204435
JAX00469329,19,2.5243905
JAX00469331,19,2.525675
JAX00086445,19,2.5292305
JAX00086447,19,2.5401705
UNC190139327,19,2.5416765
UNC29839866,19,2.5498355
UNC190279660,19,2.5549875
JAX00469346,19,2.567915
JAX00469347,19,2.568567
JAX00214213,19,2.5809915
JAX00086454,19,2.5898305
JAX00214215,19,2.589849
JAX00469358,19,2.5950705
JAX00469360,19,2.5956885
JAX00469365,19,2.6014795
UNC29840729,19,2.60314
JAX00086457,19,2.6127445
JAX00469371,19,2.6135085
JAX00086458,19,2.614572
JAX00469375,19,2.616419
JAX00469383,19,2.6311775
JAX00086461,19,2.63321
UNC29841215,19,2.6343745
JAX00086462,19,2.6451465
JAX00469387,19,2.667292
UNC29841737,19,2.670257
JAX00469388,19,2.671485
JAX00469389,19,2.6715875
JAX00469392,19,2.672069
JAX00086467,19,2.6765035
JAX00086470,19,2.692783
JAX00469408,19,2.701703
JAX00086471,19,2.7059055
UNC29842600,19,2.7166865
JAX00086473,19,2.719497
JAX00086475,19,2.7250845
JAX00469423,19,2.725222
JAX00086478,19,2.742336
UNC29843285,19,2.751916
JAX00469446,19,2.763715
JAX00086480,19,2.773403
JAX00469454,19,2.7789145
JAX00469455,19,2.7796035
JAX00086486,19,2.801611
JAX00086487,19,2.8088515
JAX00469464,19,2.8124225
UNC29844952,19,2.8254415
JAX00469466,19,2.834858
JAX00469468,19,2.8414945
UNC29845290,19,2.844715
JAX00086492,19,2.8459585
JAX00214232,19,2.867528
JAX00469482,19,2.8790945
UNC29845938,19,2.879143
JAX00086498,19,2.882685
JAX00086499,19,2.889442
JAX00469491,19,2.8980475
JAX00086501,19,2.900115
JAX00469497,19,2.9102425
UNC29847184,19,2.936008
JAX00469508,19,2.9612425
UNC29847961,19,2.975185
JAX00086510,19,2.977472
JAX00086513,19,2.982452
JAX00469525,19,3.0047265
JAX00469527,19,3.005819
JAX00086516,19,3.0097945
UNC29849062,19,3.013921
JAX00086518,19,3.018847
JAX00086520,19,3.0259755
JAX00086521,19,3.0318035
JAX00469541,19,3.035431
JAX00469542,19,3.0356145
JAX00469543,19,3.0356925
UNC29849578,19,3.0418145
JAX00469546,19,3.050843
JAX00469547,19,3.0523115
JAX00469548,19,3.072326
JAX00469549,19,3.073208
UNC29850416,19,3.0770235
JAX00469555,19,3.0994575
JAX00469562,19,3.109974
JAX00469564,19,3.110062
backupUNC190140806,19,3.1109795
UNC29851182,19,3.111663
JAX00086532,19,3.112717
JAX00469573,19,3.115772
JAX00469582,19,3.128761
JAX00469583,19,3.1287865
JAX00469588,19,3.1326975
JAX00469597,19,3.1463
JAX00469599,19,3.1471705
JAX00086538,19,3.1474485
JAX00469605,19,3.152226
JAX00469609,19,3.1611405
JAX00469610,19,3.161322
JAX00086540,19,3.173974
JAX00214245,19,3.180392
JAX00469613,19,3.1833085
JAX00469618,19,3.195338
JAX00086546,19,3.20255
JAX00086547,19,3.20262
